id_visita,id_delegado,id_medico,fecha
V007127,DEL033,MED0881,2025-02-18
V007702,DEL006,MED0957,2025-02-18
V007724,DEL006,MED0961,2025-02-18
V008043,DEL044,MED0989,2025-02-18
V008424,DEL020,MED1032,2025-02-18
V009788,DEL023,MED1183,2025-02-18
V010772,DEL003,MED1307,2025-02-18
V011376,DEL013,MED1385,2025-02-18
V011730,DEL001,MED1424,2025-02-18
V011770,DEL048,MED1430,2025-02-18
V011773,DEL048,MED1430,2025-02-18
V013038,DEL003,MED1560,2025-02-18
V015927,DEL050,MED1860,2025-02-18
V016499,DEL002,MED1944,2025-02-18
V001541,DEL031,MED0190,2025-02-19
V001846,DEL008,MED0224,2025-02-19
V004107,DEL024,MED0504,2025-02-19
V006309,DEL021,MED0769,2025-02-19
V007913,DEL045,MED0973,2025-02-19
V008342,DEL048,MED1020,2025-02-19
V013008,DEL019,MED1556,2025-02-19
V013452,DEL048,MED1591,2025-02-19
V013529,DEL048,MED1598,2025-02-19
V013707,DEL010,MED1615,2025-02-19
V014515,DEL016,MED1693,2025-02-19
V014897,DEL002,MED1741,2025-02-19
V015211,DEL024,MED1775,2025-02-19
V016422,DEL025,MED1931,2025-02-19
V016734,DEL005,MED1973,2025-02-19
V000552,DEL038,MED0063,2025-02-20
V002495,DEL014,MED0317,2025-02-20
V004318,DEL027,MED0532,2025-02-20
V004872,DEL043,MED0599,2025-02-20
V006107,DEL046,MED0750,2025-02-20
V006178,DEL027,MED0752,2025-02-20
V006392,DEL006,MED0786,2025-02-20
V007412,DEL021,MED0908,2025-02-20
V007699,DEL006,MED0957,2025-02-20
V008009,DEL023,MED0983,2025-02-20
V008651,DEL039,MED1056,2025-02-20
V009898,DEL037,MED1191,2025-02-20
V010818,DEL048,MED1312,2025-02-20
V011881,DEL033,MED1436,2025-02-20
V012404,DEL009,MED1491,2025-02-20
V012449,DEL003,MED1492,2025-02-20
V012697,DEL036,MED1520,2025-02-20
V013199,DEL011,MED1572,2025-02-20
V013624,DEL012,MED1605,2025-02-20
V013970,DEL003,MED1632,2025-02-20
V014053,DEL043,MED1641,2025-02-20
V001991,DEL004,MED0246,2025-02-21
V002339,DEL036,MED0298,2025-02-21
V002755,DEL008,MED0345,2025-02-21
V002923,DEL019,MED0365,2025-02-21
V002998,DEL001,MED0374,2025-02-21
V003434,DEL039,MED0423,2025-02-21
V003661,DEL043,MED0447,2025-02-21
V004589,DEL030,MED0562,2025-02-21
V004613,DEL028,MED0570,2025-02-21
V004765,DEL026,MED0581,2025-02-21
V005478,DEL004,MED0681,2025-02-21
V006455,DEL042,MED0794,2025-02-21
V006525,DEL006,MED0802,2025-02-21
V006801,DEL031,MED0837,2025-02-21
V007388,DEL005,MED0905,2025-02-21
V008888,DEL009,MED1079,2025-02-21
V008996,DEL021,MED1090,2025-02-21
V009196,DEL039,MED1103,2025-02-21
V010376,DEL050,MED1241,2025-02-21
V010441,DEL032,MED1244,2025-02-21
V010733,DEL002,MED1299,2025-02-21
V010866,DEL002,MED1325,2025-02-21
V010999,DEL001,MED1347,2025-02-21
V011270,DEL026,MED1371,2025-02-21
V012862,DEL017,MED1541,2025-02-21
V013190,DEL011,MED1572,2025-02-21
V014250,DEL042,MED1671,2025-02-21
V014647,DEL010,MED1703,2025-02-21
V015340,DEL040,MED1784,2025-02-21
V015801,DEL001,MED1845,2025-02-21
V000381,DEL016,MED0048,2025-02-22
V001305,DEL024,MED0157,2025-02-22
V001686,DEL034,MED0206,2025-02-22
V001785,DEL035,MED0215,2025-02-22
V002295,DEL045,MED0296,2025-02-22
V003340,DEL050,MED0406,2025-02-22
V004951,DEL014,MED0616,2025-02-22
V005195,DEL039,MED0650,2025-02-22
V006115,DEL046,MED0750,2025-02-22
V006518,DEL047,MED0801,2025-02-22
V006617,DEL026,MED0816,2025-02-22
V007361,DEL021,MED0901,2025-02-22
V007402,DEL050,MED0906,2025-02-22
V011476,DEL049,MED1399,2025-02-22
V011578,DEL028,MED1408,2025-02-22
V012299,DEL026,MED1470,2025-02-22
V012724,DEL002,MED1521,2025-02-22
V012901,DEL049,MED1542,2025-02-22
V014269,DEL026,MED1673,2025-02-22
V014450,DEL036,MED1686,2025-02-22
V014585,DEL018,MED1698,2025-02-22
V015125,DEL023,MED1768,2025-02-22
V000550,DEL038,MED0063,2025-02-23
V001082,DEL045,MED0127,2025-02-23
V001535,DEL031,MED0190,2025-02-23
V003949,DEL042,MED0478,2025-02-23
V005040,DEL023,MED0623,2025-02-23
V005861,DEL031,MED0725,2025-02-23
V006493,DEL035,MED0796,2025-02-23
V006879,DEL023,MED0846,2025-02-23
V007052,DEL029,MED0868,2025-02-23
V007193,DEL003,MED0885,2025-02-23
V008880,DEL016,MED1078,2025-02-23
V009185,DEL039,MED1103,2025-02-23
V011023,DEL025,MED1354,2025-02-23
V011846,DEL044,MED1435,2025-02-23
V012352,DEL009,MED1483,2025-02-23
V012513,DEL007,MED1498,2025-02-23
V013324,DEL017,MED1584,2025-02-23
V013367,DEL015,MED1587,2025-02-23
V014730,DEL017,MED1715,2025-02-23
V000709,DEL011,MED0083,2025-02-24
V001631,DEL014,MED0197,2025-02-24
V002404,DEL038,MED0307,2025-02-24
V002506,DEL034,MED0319,2025-02-24
V003176,DEL018,MED0388,2025-02-24
V003587,DEL033,MED0439,2025-02-24
V003600,DEL001,MED0442,2025-02-24
V004463,DEL029,MED0547,2025-02-24
V005463,DEL029,MED0680,2025-02-24
V008113,DEL047,MED0993,2025-02-24
V008138,DEL014,MED0995,2025-02-24
V008997,DEL021,MED1090,2025-02-24
V009502,DEL026,MED1153,2025-02-24
V010186,DEL034,MED1220,2025-02-24
V010562,DEL041,MED1271,2025-02-24
V012236,DEL041,MED1464,2025-02-24
V012409,DEL009,MED1491,2025-02-24
V012988,DEL013,MED1551,2025-02-24
V013193,DEL011,MED1572,2025-02-24
V013415,DEL027,MED1589,2025-02-24
V014538,DEL021,MED1697,2025-02-24
V014692,DEL038,MED1710,2025-02-24
V015218,DEL024,MED1775,2025-02-24
V015723,DEL022,MED1836,2025-02-24
V015726,DEL022,MED1836,2025-02-24
V015813,DEL021,MED1849,2025-02-24
V000596,DEL022,MED0069,2025-02-25
V000797,DEL041,MED0093,2025-02-25
V001782,DEL035,MED0215,2025-02-25
V003460,DEL031,MED0426,2025-02-25
V005248,DEL004,MED0661,2025-02-25
V005335,DEL027,MED0669,2025-02-25
V007076,DEL025,MED0875,2025-02-25
V010821,DEL048,MED1312,2025-02-25
V011670,DEL046,MED1419,2025-02-25
V012295,DEL026,MED1470,2025-02-25
V013195,DEL011,MED1572,2025-02-25
V015269,DEL039,MED1778,2025-02-25
V015324,DEL018,MED1779,2025-02-25
V015356,DEL035,MED1787,2025-02-25
V015672,DEL044,MED1825,2025-02-25
V015740,DEL037,MED1838,2025-02-25
V015835,DEL038,MED1852,2025-02-25
V016238,DEL037,MED1894,2025-02-25
V016616,DEL012,MED1955,2025-02-25
V016695,DEL015,MED1968,2025-02-25
V016796,DEL011,MED1977,2025-02-25
V000479,DEL002,MED0058,2025-02-26
V003091,DEL013,MED0383,2025-02-26
V003183,DEL018,MED0388,2025-02-26
V003300,DEL011,MED0404,2025-02-26
V003926,DEL007,MED0475,2025-02-26
V003954,DEL042,MED0478,2025-02-26
V004281,DEL005,MED0530,2025-02-26
V004290,DEL050,MED0531,2025-02-26
V006522,DEL047,MED0801,2025-02-26
V006560,DEL028,MED0803,2025-02-26
V006653,DEL033,MED0818,2025-02-26
V007071,DEL033,MED0874,2025-02-26
V007954,DEL041,MED0978,2025-02-26
V009083,DEL006,MED1096,2025-02-26
V009301,DEL026,MED1113,2025-02-26
V009640,DEL022,MED1170,2025-02-26
V009926,DEL041,MED1193,2025-02-26
V010063,DEL033,MED1200,2025-02-26
V010835,DEL010,MED1315,2025-02-26
V011547,DEL022,MED1405,2025-02-26
V011925,DEL036,MED1438,2025-02-26
V015000,DEL015,MED1752,2025-02-26
V015517,DEL010,MED1807,2025-02-26
V015803,DEL034,MED1847,2025-02-26
V015858,DEL026,MED1854,2025-02-26
V016147,DEL017,MED1888,2025-02-26
V016810,DEL015,MED1978,2025-02-26
V000050,DEL012,MED0011,2025-02-27
V000806,DEL041,MED0093,2025-02-27
V003599,DEL001,MED0442,2025-02-27
V004349,DEL023,MED0534,2025-02-27
V004539,DEL047,MED0555,2025-02-27
V007097,DEL015,MED0878,2025-02-27
V007241,DEL041,MED0892,2025-02-27
V007680,DEL050,MED0953,2025-02-27
V008782,DEL008,MED1072,2025-02-27
V008865,DEL049,MED1077,2025-02-27
V009740,DEL034,MED1179,2025-02-27
V010559,DEL041,MED1271,2025-02-27
V010592,DEL033,MED1277,2025-02-27
V010612,DEL010,MED1280,2025-02-27
V011332,DEL028,MED1383,2025-02-27
V011389,DEL016,MED1387,2025-02-27
V012072,DEL031,MED1449,2025-02-27
V014986,DEL012,MED1749,2025-02-27
V015051,DEL049,MED1756,2025-02-27
V015889,DEL006,MED1855,2025-02-27
V016239,DEL037,MED1894,2025-02-27
V002357,DEL014,MED0300,2025-02-28
V002638,DEL019,MED0340,2025-02-28
V003175,DEL018,MED0388,2025-02-28
V003415,DEL020,MED0417,2025-02-28
V004638,DEL048,MED0572,2025-02-28
V005414,DEL046,MED0674,2025-02-28
V005517,DEL005,MED0686,2025-02-28
V005671,DEL018,MED0703,2025-02-28
V007289,DEL043,MED0895,2025-02-28
V007483,DEL010,MED0921,2025-02-28
V008070,DEL012,MED0991,2025-02-28
V008078,DEL012,MED0991,2025-02-28
V008309,DEL039,MED1014,2025-02-28
V008768,DEL049,MED1071,2025-02-28
V009966,DEL013,MED1194,2025-02-28
V013286,DEL038,MED1582,2025-02-28
V013625,DEL012,MED1605,2025-02-28
V013776,DEL032,MED1620,2025-02-28
V014046,DEL043,MED1641,2025-02-28
V014182,DEL016,MED1656,2025-02-28
V014189,DEL030,MED1657,2025-02-28
V014484,DEL048,MED1692,2025-02-28
V015243,DEL031,MED1777,2025-02-28
V015982,DEL029,MED1864,2025-02-28
V016707,DEL009,MED1971,2025-02-28
V000315,DEL049,MED0042,2025-03-01
V000333,DEL016,MED0043,2025-03-01
V000620,DEL021,MED0070,2025-03-01
V001617,DEL014,MED0197,2025-03-01
V001784,DEL035,MED0215,2025-03-01
V002472,DEL041,MED0313,2025-03-01
V003122,DEL002,MED0386,2025-03-01
V003893,DEL043,MED0471,2025-03-01
V004871,DEL043,MED0599,2025-03-01
V006825,DEL017,MED0842,2025-03-01
V007411,DEL021,MED0908,2025-03-01
V008040,DEL044,MED0989,2025-03-01
V008517,DEL033,MED1041,2025-03-01
V008722,DEL038,MED1065,2025-03-01
V009665,DEL009,MED1171,2025-03-01
V010511,DEL013,MED1262,2025-03-01
V010746,DEL025,MED1301,2025-03-01
V011440,DEL048,MED1395,2025-03-01
V011781,DEL048,MED1430,2025-03-01
V011980,DEL001,MED1445,2025-03-01
V012515,DEL007,MED1498,2025-03-01
V012583,DEL049,MED1505,2025-03-01
V012786,DEL042,MED1526,2025-03-01
V013516,DEL042,MED1595,2025-03-01
V014536,DEL021,MED1697,2025-03-01
V014614,DEL020,MED1700,2025-03-01
V015875,DEL026,MED1854,2025-03-01
V000066,DEL012,MED0011,2025-03-02
V001215,DEL024,MED0146,2025-03-02
V002171,DEL037,MED0278,2025-03-02
V003292,DEL011,MED0404,2025-03-02
V004173,DEL017,MED0517,2025-03-02
V004186,DEL046,MED0520,2025-03-02
V004254,DEL039,MED0527,2025-03-02
V004714,DEL008,MED0576,2025-03-02
V004889,DEL026,MED0600,2025-03-02
V006397,DEL006,MED0786,2025-03-02
V006553,DEL028,MED0803,2025-03-02
V007231,DEL041,MED0891,2025-03-02
V007674,DEL050,MED0953,2025-03-02
V008217,DEL022,MED1002,2025-03-02
V009075,DEL006,MED1096,2025-03-02
V010286,DEL021,MED1230,2025-03-02
V011246,DEL046,MED1369,2025-03-02
V011636,DEL036,MED1418,2025-03-02
V011848,DEL044,MED1435,2025-03-02
V013080,DEL024,MED1563,2025-03-02
V014047,DEL043,MED1641,2025-03-02
V014892,DEL003,MED1739,2025-03-02
V015404,DEL027,MED1793,2025-03-02
V015612,DEL016,MED1817,2025-03-02
V016233,DEL037,MED1894,2025-03-02
V016538,DEL021,MED1945,2025-03-02
V016575,DEL039,MED1951,2025-03-02
V000205,DEL022,MED0032,2025-03-03
V000904,DEL049,MED0108,2025-03-03
V001655,DEL035,MED0201,2025-03-03
V001669,DEL039,MED0202,2025-03-03
V002552,DEL008,MED0323,2025-03-03
V002967,DEL010,MED0368,2025-03-03
V003613,DEL002,MED0444,2025-03-03
V004182,DEL018,MED0518,2025-03-03
V004336,DEL027,MED0532,2025-03-03
V005594,DEL008,MED0698,2025-03-03
V005700,DEL044,MED0707,2025-03-03
V009002,DEL021,MED1090,2025-03-03
V009008,DEL021,MED1090,2025-03-03
V009151,DEL036,MED1102,2025-03-03
V009191,DEL039,MED1103,2025-03-03
V009279,DEL010,MED1112,2025-03-03
V009841,DEL047,MED1186,2025-03-03
V010486,DEL038,MED1258,2025-03-03
V010522,DEL041,MED1263,2025-03-03
V010996,DEL001,MED1347,2025-03-03
V011043,DEL043,MED1356,2025-03-03
V011567,DEL028,MED1408,2025-03-03
V011701,DEL021,MED1423,2025-03-03
V012303,DEL026,MED1470,2025-03-03
V012508,DEL007,MED1498,2025-03-03
V013095,DEL024,MED1563,2025-03-03
V015611,DEL016,MED1817,2025-03-03
V015902,DEL046,MED1856,2025-03-03
V000164,DEL033,MED0023,2025-03-04
V001376,DEL006,MED0161,2025-03-04
V001997,DEL004,MED0246,2025-03-04
V002479,DEL008,MED0315,2025-03-04
V003172,DEL018,MED0388,2025-03-04
V003193,DEL002,MED0390,2025-03-04
V006517,DEL047,MED0801,2025-03-04
V006551,DEL028,MED0803,2025-03-04
V008164,DEL007,MED0999,2025-03-04
V008772,DEL049,MED1071,2025-03-04
V010100,DEL030,MED1206,2025-03-04
V010942,DEL037,MED1334,2025-03-04
V011202,DEL034,MED1367,2025-03-04
V012951,DEL026,MED1547,2025-03-04
V013154,DEL023,MED1569,2025-03-04
V013235,DEL013,MED1575,2025-03-04
V013804,DEL038,MED1621,2025-03-04
V014303,DEL002,MED1674,2025-03-04
V014513,DEL016,MED1693,2025-03-04
V015317,DEL018,MED1779,2025-03-04
V015943,DEL050,MED1860,2025-03-04
V016245,DEL037,MED1894,2025-03-04
V001005,DEL049,MED0122,2025-03-05
V002120,DEL013,MED0272,2025-03-05
V002627,DEL043,MED0339,2025-03-05
V003731,DEL049,MED0452,2025-03-05
V003857,DEL003,MED0467,2025-03-05
V004384,DEL016,MED0540,2025-03-05
V004544,DEL047,MED0555,2025-03-05
V004581,DEL026,MED0560,2025-03-05
V004730,DEL023,MED0579,2025-03-05
V004789,DEL007,MED0584,2025-03-05
V005366,DEL027,MED0672,2025-03-05
V005669,DEL018,MED0703,2025-03-05
V005788,DEL014,MED0714,2025-03-05
V007009,DEL025,MED0865,2025-03-05
V007885,DEL034,MED0972,2025-03-05
V008187,DEL045,MED1000,2025-03-05
V008809,DEL042,MED1075,2025-03-05
V011883,DEL033,MED1436,2025-03-05
V012307,DEL026,MED1470,2025-03-05
V012340,DEL036,MED1478,2025-03-05
V014671,DEL004,MED1705,2025-03-05
V015725,DEL022,MED1836,2025-03-05
V015812,DEL021,MED1849,2025-03-05
V015944,DEL050,MED1860,2025-03-05
V002542,DEL026,MED0322,2025-03-06
V003462,DEL031,MED0426,2025-03-06
V004609,DEL012,MED0568,2025-03-06
V004797,DEL001,MED0585,2025-03-06
V005117,DEL006,MED0637,2025-03-06
V006189,DEL019,MED0753,2025-03-06
V006766,DEL038,MED0834,2025-03-06
V006970,DEL007,MED0863,2025-03-06
V007220,DEL026,MED0890,2025-03-06
V007783,DEL049,MED0964,2025-03-06
V007841,DEL015,MED0970,2025-03-06
V008817,DEL042,MED1075,2025-03-06
V009228,DEL035,MED1109,2025-03-06
V010521,DEL041,MED1263,2025-03-06
V010662,DEL003,MED1287,2025-03-06
V011835,DEL044,MED1435,2025-03-06
V012413,DEL009,MED1491,2025-03-06
V012866,DEL017,MED1541,2025-03-06
V013479,DEL018,MED1592,2025-03-06
V014395,DEL043,MED1678,2025-03-06
V014603,DEL020,MED1700,2025-03-06
V015316,DEL018,MED1779,2025-03-06
V015663,DEL033,MED1824,2025-03-06
V015797,DEL012,MED1844,2025-03-06
V016678,DEL009,MED1961,2025-03-06
V016863,DEL048,MED1986,2025-03-06
V000033,DEL010,MED0010,2025-03-07
V000741,DEL043,MED0085,2025-03-07
V001420,DEL041,MED0165,2025-03-07
V001904,DEL014,MED0231,2025-03-07
V002322,DEL042,MED0297,2025-03-07
V003694,DEL013,MED0450,2025-03-07
V003902,DEL040,MED0474,2025-03-07
V004049,DEL006,MED0495,2025-03-07
V004201,DEL013,MED0522,2025-03-07
V005529,DEL050,MED0687,2025-03-07
V005840,DEL032,MED0722,2025-03-07
V006984,DEL019,MED0864,2025-03-07
V007557,DEL026,MED0930,2025-03-07
V008938,DEL006,MED1087,2025-03-07
V009472,DEL039,MED1144,2025-03-07
V009743,DEL034,MED1179,2025-03-07
V010278,DEL033,MED1227,2025-03-07
V010891,DEL010,MED1326,2025-03-07
V010944,DEL037,MED1334,2025-03-07
V011600,DEL025,MED1413,2025-03-07
V012078,DEL031,MED1449,2025-03-07
V012438,DEL003,MED1492,2025-03-07
V012830,DEL006,MED1540,2025-03-07
V013208,DEL011,MED1572,2025-03-07
V013926,DEL013,MED1631,2025-03-07
V014400,DEL043,MED1678,2025-03-07
V014441,DEL008,MED1685,2025-03-07
V014954,DEL042,MED1747,2025-03-07
V015780,DEL025,MED1842,2025-03-07
V015926,DEL050,MED1860,2025-03-07
V016756,DEL010,MED1974,2025-03-07
V000400,DEL018,MED0050,2025-03-08
V000769,DEL024,MED0090,2025-03-08
V001780,DEL035,MED0215,2025-03-08
V002124,DEL013,MED0272,2025-03-08
V002259,DEL035,MED0288,2025-03-08
V002454,DEL043,MED0310,2025-03-08
V003095,DEL014,MED0384,2025-03-08
V004195,DEL013,MED0522,2025-03-08
V004906,DEL036,MED0602,2025-03-08
V005245,DEL004,MED0661,2025-03-08
V005548,DEL033,MED0689,2025-03-08
V005702,DEL044,MED0707,2025-03-08
V005794,DEL037,MED0715,2025-03-08
V005922,DEL029,MED0729,2025-03-08
V005930,DEL029,MED0729,2025-03-08
V006259,DEL015,MED0764,2025-03-08
V006489,DEL035,MED0796,2025-03-08
V007484,DEL010,MED0921,2025-03-08
V008028,DEL035,MED0986,2025-03-08
V010397,DEL020,MED1243,2025-03-08
V010473,DEL043,MED1251,2025-03-08
V010938,DEL037,MED1334,2025-03-08
V011284,DEL015,MED1373,2025-03-08
V011374,DEL013,MED1385,2025-03-08
V013032,DEL019,MED1559,2025-03-08
V013164,DEL023,MED1569,2025-03-08
V014482,DEL048,MED1692,2025-03-08
V014698,DEL038,MED1710,2025-03-08
V015581,DEL041,MED1809,2025-03-08
V016007,DEL033,MED1872,2025-03-08
V000092,DEL042,MED0017,2025-03-09
V001040,DEL008,MED0125,2025-03-09
V001470,DEL020,MED0173,2025-03-09
V002800,DEL018,MED0353,2025-03-09
V003536,DEL038,MED0434,2025-03-09
V006267,DEL030,MED0765,2025-03-09
V008496,DEL010,MED1038,2025-03-09
V008959,DEL038,MED1088,2025-03-09
V009349,DEL007,MED1119,2025-03-09
V009552,DEL033,MED1162,2025-03-09
V010606,DEL010,MED1280,2025-03-09
V011238,DEL046,MED1369,2025-03-09
V011874,DEL033,MED1436,2025-03-09
V012333,DEL042,MED1476,2025-03-09
V012510,DEL007,MED1498,2025-03-09
V012908,DEL049,MED1542,2025-03-09
V013018,DEL031,MED1557,2025-03-09
V013368,DEL015,MED1587,2025-03-09
V013639,DEL020,MED1606,2025-03-09
V015164,DEL035,MED1769,2025-03-09
V015220,DEL024,MED1775,2025-03-09
V015280,DEL039,MED1778,2025-03-09
V015375,DEL015,MED1789,2025-03-09
V015407,DEL027,MED1793,2025-03-09
V015510,DEL010,MED1807,2025-03-09
V015641,DEL009,MED1818,2025-03-09
V016199,DEL001,MED1893,2025-03-09
V000108,DEL007,MED0020,2025-03-10
V000546,DEL038,MED0063,2025-03-10
V001543,DEL031,MED0190,2025-03-10
V002712,DEL030,MED0342,2025-03-10
V003180,DEL018,MED0388,2025-03-10
V003891,DEL043,MED0471,2025-03-10
V004737,DEL011,MED0580,2025-03-10
V005680,DEL034,MED0705,2025-03-10
V006377,DEL014,MED0785,2025-03-10
V007297,DEL043,MED0895,2025-03-10
V007456,DEL026,MED0916,2025-03-10
V008788,DEL019,MED1073,2025-03-10
V009045,DEL035,MED1091,2025-03-10
V009664,DEL009,MED1171,2025-03-10
V010471,DEL043,MED1251,2025-03-10
V011142,DEL015,MED1365,2025-03-10
V011722,DEL001,MED1424,2025-03-10
V012800,DEL003,MED1530,2025-03-10
V014025,DEL015,MED1639,2025-03-10
V014043,DEL043,MED1641,2025-03-10
V014131,DEL004,MED1649,2025-03-10
V014613,DEL020,MED1700,2025-03-10
V015277,DEL039,MED1778,2025-03-10
V015419,DEL016,MED1795,2025-03-10
V015575,DEL041,MED1809,2025-03-10
V015679,DEL044,MED1825,2025-03-10
V016427,DEL018,MED1932,2025-03-10
V016464,DEL027,MED1942,2025-03-10
V016793,DEL011,MED1977,2025-03-10
V000822,DEL030,MED0097,2025-03-11
V000841,DEL019,MED0102,2025-03-11
V001146,DEL033,MED0134,2025-03-11
V001614,DEL014,MED0197,2025-03-11
V001727,DEL040,MED0210,2025-03-11
V001743,DEL024,MED0211,2025-03-11
V003402,DEL016,MED0415,2025-03-11
V003816,DEL038,MED0463,2025-03-11
V004530,DEL047,MED0555,2025-03-11
V004956,DEL019,MED0617,2025-03-11
V005753,DEL039,MED0713,2025-03-11
V006467,DEL020,MED0795,2025-03-11
V008199,DEL019,MED1001,2025-03-11
V008889,DEL009,MED1079,2025-03-11
V009817,DEL048,MED1185,2025-03-11
V009988,DEL030,MED1198,2025-03-11
V010051,DEL033,MED1200,2025-03-11
V011059,DEL013,MED1357,2025-03-11
V012013,DEL021,MED1446,2025-03-11
V013530,DEL048,MED1598,2025-03-11
V013801,DEL038,MED1621,2025-03-11
V014248,DEL042,MED1671,2025-03-11
V014479,DEL048,MED1692,2025-03-11
V016472,DEL027,MED1942,2025-03-11
V016888,DEL033,MED1996,2025-03-11
V000207,DEL021,MED0033,2025-03-12
V003687,DEL015,MED0449,2025-03-12
V003883,DEL043,MED0471,2025-03-12
V003996,DEL048,MED0485,2025-03-12
V004769,DEL026,MED0581,2025-03-12
V004987,DEL026,MED0620,2025-03-12
V005045,DEL023,MED0623,2025-03-12
V008032,DEL026,MED0987,2025-03-12
V009922,DEL041,MED1193,2025-03-12
V009974,DEL027,MED1195,2025-03-12
V010017,DEL019,MED1199,2025-03-12
V010248,DEL026,MED1222,2025-03-12
V011620,DEL003,MED1415,2025-03-12
V013446,DEL048,MED1591,2025-03-12
V014098,DEL030,MED1647,2025-03-12
V014350,DEL031,MED1676,2025-03-12
V016062,DEL017,MED1875,2025-03-12
V016662,DEL001,MED1959,2025-03-12
V016709,DEL009,MED1971,2025-03-12
V000740,DEL043,MED0085,2025-03-13
V001369,DEL006,MED0161,2025-03-13
V001492,DEL008,MED0181,2025-03-13
V001847,DEL008,MED0224,2025-03-13
V004929,DEL019,MED0608,2025-03-13
V005375,DEL027,MED0672,2025-03-13
V005424,DEL007,MED0675,2025-03-13
V005879,DEL047,MED0726,2025-03-13
V007019,DEL025,MED0865,2025-03-13
V007061,DEL024,MED0869,2025-03-13
V007088,DEL039,MED0877,2025-03-13
V007427,DEL030,MED0909,2025-03-13
V007965,DEL041,MED0978,2025-03-13
V007998,DEL023,MED0983,2025-03-13
V008474,DEL040,MED1036,2025-03-13
V008730,DEL005,MED1067,2025-03-13
V009149,DEL036,MED1102,2025-03-13
V009458,DEL010,MED1143,2025-03-13
V010028,DEL019,MED1199,2025-03-13
V010226,DEL017,MED1221,2025-03-13
V011381,DEL013,MED1385,2025-03-13
V012468,DEL023,MED1494,2025-03-13
V013162,DEL023,MED1569,2025-03-13
V015079,DEL023,MED1763,2025-03-13
V015173,DEL035,MED1769,2025-03-13
V015369,DEL015,MED1789,2025-03-13
V015748,DEL050,MED1839,2025-03-13
V016654,DEL021,MED1958,2025-03-13
V000487,DEL002,MED0058,2025-03-14
V001257,DEL033,MED0147,2025-03-14
V002832,DEL039,MED0354,2025-03-14
V003538,DEL038,MED0434,2025-03-14
V003858,DEL003,MED0467,2025-03-14
V004421,DEL018,MED0543,2025-03-14
V005494,DEL045,MED0684,2025-03-14
V005921,DEL029,MED0729,2025-03-14
V009202,DEL030,MED1104,2025-03-14
V010165,DEL013,MED1215,2025-03-14
V011776,DEL048,MED1430,2025-03-14
V012957,DEL034,MED1549,2025-03-14
V013633,DEL012,MED1605,2025-03-14
V013820,DEL007,MED1622,2025-03-14
V014328,DEL015,MED1675,2025-03-14
V014979,DEL012,MED1749,2025-03-14
V015355,DEL035,MED1787,2025-03-14
V016327,DEL007,MED1912,2025-03-14
V001254,DEL033,MED0147,2025-03-15
V001667,DEL039,MED0202,2025-03-15
V002310,DEL042,MED0297,2025-03-15
V003884,DEL043,MED0471,2025-03-15
V004851,DEL044,MED0593,2025-03-15
V005019,DEL006,MED0622,2025-03-15
V006201,DEL018,MED0757,2025-03-15
V006979,DEL019,MED0864,2025-03-15
V007197,DEL003,MED0885,2025-03-15
V007199,DEL003,MED0885,2025-03-15
V008003,DEL023,MED0983,2025-03-15
V008067,DEL012,MED0991,2025-03-15
V009871,DEL018,MED1187,2025-03-15
V009984,DEL045,MED1196,2025-03-15
V011516,DEL024,MED1404,2025-03-15
V012332,DEL042,MED1476,2025-03-15
V012580,DEL020,MED1503,2025-03-15
V013268,DEL030,MED1581,2025-03-15
V013999,DEL018,MED1633,2025-03-15
V015119,DEL023,MED1768,2025-03-15
V015274,DEL039,MED1778,2025-03-15
V015597,DEL046,MED1814,2025-03-15
V016042,DEL017,MED1875,2025-03-15
V000373,DEL016,MED0048,2025-03-16
V000913,DEL009,MED0109,2025-03-16
V001875,DEL018,MED0228,2025-03-16
V001961,DEL033,MED0245,2025-03-16
V001968,DEL033,MED0245,2025-03-16
V002681,DEL008,MED0341,2025-03-16
V006320,DEL021,MED0769,2025-03-16
V006832,DEL045,MED0843,2025-03-16
V007769,DEL049,MED0964,2025-03-16
V007787,DEL049,MED0964,2025-03-16
V007982,DEL020,MED0982,2025-03-16
V009644,DEL022,MED1170,2025-03-16
V010161,DEL013,MED1215,2025-03-16
V010901,DEL010,MED1326,2025-03-16
V012269,DEL029,MED1469,2025-03-16
V012497,DEL023,MED1497,2025-03-16
V012787,DEL042,MED1526,2025-03-16
V012902,DEL049,MED1542,2025-03-16
V014682,DEL004,MED1705,2025-03-16
V015181,DEL044,MED1772,2025-03-16
V016087,DEL001,MED1876,2025-03-16
V016822,DEL029,MED1979,2025-03-16
V016849,DEL001,MED1984,2025-03-16
V000177,DEL033,MED0025,2025-03-17
V000197,DEL044,MED0029,2025-03-17
V000280,DEL018,MED0040,2025-03-17
V000283,DEL018,MED0040,2025-03-17
V000437,DEL048,MED0055,2025-03-17
V001486,DEL038,MED0177,2025-03-17
V001622,DEL014,MED0197,2025-03-17
V002392,DEL042,MED0305,2025-03-17
V002820,DEL018,MED0353,2025-03-17
V003243,DEL002,MED0400,2025-03-17
V003635,DEL018,MED0446,2025-03-17
V005823,DEL027,MED0719,2025-03-17
V006072,DEL013,MED0748,2025-03-17
V006677,DEL039,MED0819,2025-03-17
V006886,DEL031,MED0848,2025-03-17
V007293,DEL043,MED0895,2025-03-17
V007610,DEL044,MED0944,2025-03-17
