id_medico,mes,unidades_categoria,unidades_producto
MED1092,2024-07,145,18
MED1092,2024-08,142,16
MED1092,2024-09,168,21
MED1092,2024-10,138,16
MED1092,2024-11,158,18
MED1092,2024-12,145,17
MED1092,2025-01,159,22
MED1092,2025-02,174,28
MED1092,2025-03,154,22
MED1092,2025-04,138,20
MED1092,2025-05,174,29
MED1092,2025-06,177,29
MED1092,2025-07,169,27
MED1092,2025-08,141,21
MED1092,2025-09,160,26
MED1092,2025-10,157,27
MED1092,2025-11,152,23
MED1092,2025-12,162,26
MED1093,2024-01,131,19
MED1093,2024-02,112,16
MED1093,2024-03,154,22
MED1093,2024-04,146,19
MED1093,2024-05,120,14
MED1093,2024-06,131,15
MED1093,2024-07,124,19
MED1093,2024-08,104,12
MED1093,2024-09,108,13
MED1093,2024-10,113,13
MED1093,2024-11,95,13
MED1093,2024-12,132,18
MED1093,2025-01,131,19
MED1093,2025-02,128,19
MED1093,2025-03,147,21
MED1093,2025-04,126,19
MED1093,2025-05,138,16
MED1093,2025-06,120,17
MED1093,2025-07,129,16
MED1093,2025-08,125,17
MED1093,2025-09,121,15
MED1093,2025-10,106,15
MED1093,2025-11,125,17
MED1093,2025-12,127,16
MED1094,2024-01,305,58
MED1094,2024-02,296,55
MED1094,2024-03,291,49
MED1094,2024-04,321,52
MED1094,2024-05,276,52
MED1094,2024-06,336,63
MED1094,2024-07,349,69
MED1094,2024-08,338,62
MED1094,2024-09,302,56
MED1094,2024-10,281,43
MED1094,2024-11,277,50
MED1094,2024-12,312,48
MED1094,2025-01,311,70
MED1094,2025-02,260,48
MED1094,2025-03,335,57
MED1094,2025-04,278,58
MED1094,2025-05,344,71
MED1094,2025-06,355,67
MED1094,2025-07,346,63
MED1094,2025-08,310,57
MED1094,2025-09,338,70
MED1094,2025-10,298,55
MED1094,2025-11,337,71
MED1094,2025-12,293,64
MED1095,2024-01,410,58
MED1095,2024-02,354,45
MED1095,2024-03,435,59
MED1095,2024-04,379,48
MED1095,2024-05,372,50
MED1095,2024-06,365,49
MED1095,2024-07,377,54
MED1095,2024-08,342,44
MED1095,2024-09,340,54
MED1095,2024-10,375,56
MED1095,2024-11,320,48
MED1095,2024-12,425,51
MED1095,2025-01,280,36
MED1095,2025-02,377,49
MED1095,2025-03,391,58
MED1095,2025-04,399,60
MED1095,2025-05,344,53
MED1095,2025-06,425,61
MED1095,2025-07,362,52
MED1095,2025-08,301,46
MED1095,2025-09,386,47
MED1095,2025-10,338,47
MED1095,2025-11,355,44
MED1095,2025-12,414,59
MED1096,2024-01,399,93
MED1096,2024-02,421,97
MED1096,2024-03,396,94
MED1096,2024-04,448,113
MED1096,2024-05,460,120
MED1096,2024-06,376,92
MED1096,2024-07,498,128
MED1096,2024-08,454,116
MED1096,2024-09,405,96
MED1096,2024-10,390,91
MED1096,2024-11,373,89
MED1096,2024-12,446,105
MED1096,2025-01,362,94
MED1096,2025-02,490,129
MED1096,2025-03,459,109
MED1096,2025-04,416,103
MED1096,2025-05,449,112
MED1096,2025-06,398,106
MED1096,2025-07,446,113
MED1096,2025-08,459,111
MED1096,2025-09,437,85
MED1096,2025-10,415,97
MED1096,2025-11,445,115
MED1096,2025-12,489,124
MED1097,2024-01,105,14
MED1097,2024-02,130,13
MED1097,2024-03,106,12
MED1097,2024-04,121,17
MED1097,2024-05,107,13
MED1097,2024-06,119,14
MED1097,2024-07,113,11
MED1097,2024-08,90,9
MED1097,2024-09,120,17
MED1097,2024-10,100,12
MED1097,2024-11,114,14
MED1097,2024-12,92,12
MED1097,2025-01,100,23
MED1097,2025-02,111,24
MED1097,2025-03,119,25
MED1097,2025-04,125,25
MED1097,2025-05,130,31
MED1097,2025-06,101,20
MED1097,2025-07,114,26
MED1097,2025-08,93,18
MED1097,2025-09,99,19
MED1097,2025-10,127,27
MED1097,2025-11,110,22
MED1097,2025-12,123,29
MED1098,2024-01,155,45
MED1098,2024-02,154,37
MED1098,2024-03,136,33
MED1098,2024-04,173,40
MED1098,2024-05,156,32
MED1098,2024-06,166,40
MED1098,2024-07,159,35
MED1098,2024-08,142,34
MED1098,2024-09,130,31
MED1098,2024-10,145,37
MED1098,2024-11,145,34
MED1098,2024-12,148,35
MED1098,2025-01,164,42
MED1098,2025-02,141,31
MED1098,2025-03,139,35
MED1098,2025-04,159,42
MED1098,2025-05,127,30
MED1098,2025-06,145,33
MED1098,2025-07,157,43
MED1098,2025-08,142,35
MED1098,2025-09,128,28
MED1098,2025-10,161,38
MED1098,2025-11,133,36
MED1098,2025-12,131,33
MED1099,2024-01,131,25
MED1099,2024-02,140,27
MED1099,2024-03,123,22
MED1099,2024-04,141,24
MED1099,2024-05,147,28
MED1099,2024-06,155,26
MED1099,2024-07,117,24
MED1099,2024-08,133,28
MED1099,2024-09,120,23
MED1099,2024-10,135,27
MED1099,2024-11,112,22
MED1099,2024-12,138,25
MED1099,2025-01,148,23
MED1099,2025-02,139,22
MED1099,2025-03,138,20
MED1099,2025-04,142,22
MED1099,2025-05,140,25
MED1099,2025-06,144,22
MED1099,2025-07,143,20
MED1099,2025-08,129,18
MED1099,2025-09,115,20
MED1099,2025-10,126,20
MED1099,2025-11,127,17
MED1099,2025-12,126,16
MED1100,2024-01,174,25
MED1100,2024-02,143,20
MED1100,2024-03,163,23
MED1100,2024-04,160,22
MED1100,2024-05,185,25
MED1100,2024-06,145,18
MED1100,2024-07,123,17
MED1100,2024-08,159,21
MED1100,2024-09,146,19
MED1100,2024-10,144,19
MED1100,2024-11,128,18
MED1100,2024-12,135,19
MED1100,2025-01,158,14
MED1100,2025-02,163,19
MED1100,2025-03,167,17
MED1100,2025-04,167,19
MED1100,2025-05,174,16
MED1100,2025-06,140,14
MED1100,2025-07,163,15
MED1100,2025-08,132,13
MED1100,2025-09,140,14
MED1100,2025-10,127,12
MED1100,2025-11,142,15
MED1100,2025-12,158,15
MED1101,2024-01,369,87
MED1101,2024-02,329,67
MED1101,2024-03,434,85
MED1101,2024-04,395,89
MED1101,2024-05,351,74
MED1101,2024-06,411,82
MED1101,2024-07,362,80
MED1101,2024-08,333,66
MED1101,2024-09,363,74
MED1101,2024-10,332,67
MED1101,2024-11,310,71
MED1101,2024-12,408,93
MED1101,2025-01,386,76
MED1101,2025-02,386,79
MED1101,2025-03,324,59
MED1101,2025-04,374,77
MED1101,2025-05,373,82
MED1101,2025-06,426,91
MED1101,2025-07,381,67
MED1101,2025-08,403,81
MED1101,2025-09,341,73
MED1101,2025-10,370,78
MED1101,2025-11,380,72
MED1101,2025-12,356,77
MED1102,2024-01,963,225
MED1102,2024-02,978,232
MED1102,2024-03,1047,244
MED1102,2024-04,1012,233
MED1102,2024-05,970,274
MED1102,2024-06,898,243
MED1102,2024-07,989,241
MED1102,2024-08,858,204
MED1102,2024-09,788,201
MED1102,2024-10,886,220
MED1102,2024-11,775,176
MED1102,2024-12,892,212
MED1102,2025-01,870,198
MED1102,2025-02,917,218
MED1102,2025-03,1176,297
MED1102,2025-04,903,219
MED1102,2025-05,824,213
MED1102,2025-06,1018,264
MED1102,2025-07,1012,210
MED1102,2025-08,864,208
MED1102,2025-09,932,245
MED1102,2025-10,897,206
MED1102,2025-11,860,196
MED1102,2025-12,862,200
MED1103,2024-01,1202,283
MED1103,2024-02,1308,289
MED1103,2024-03,1307,275
MED1103,2024-04,1441,329
MED1103,2024-05,1304,258
MED1103,2024-06,1109,265
MED1103,2024-07,1133,258
MED1103,2024-08,1040,209
MED1103,2024-09,1300,282
MED1103,2024-10,1261,303
MED1103,2024-11,973,220
MED1103,2024-12,1265,287
MED1103,2025-01,1161,255
MED1103,2025-02,1133,270
MED1103,2025-03,1345,305
MED1103,2025-04,1300,257
MED1103,2025-05,982,233
MED1103,2025-06,1120,306
MED1103,2025-07,1442,389
MED1103,2025-08,1274,282
MED1103,2025-09,1028,221
MED1103,2025-10,1086,278
MED1103,2025-11,1406,330
MED1103,2025-12,1276,281
MED1104,2024-01,657,147
MED1104,2024-02,532,107
MED1104,2024-03,708,153
MED1104,2024-04,625,129
MED1104,2024-05,608,123
MED1104,2024-06,568,109
MED1104,2024-07,527,94
MED1104,2024-08,579,130
MED1104,2024-09,558,130
MED1104,2024-10,544,135
MED1104,2024-11,528,114
MED1104,2024-12,610,124
MED1104,2025-01,642,134
MED1104,2025-02,504,111
MED1104,2025-03,673,167
MED1104,2025-04,640,156
MED1104,2025-05,580,128
MED1104,2025-06,560,138
MED1104,2025-07,387,83
MED1104,2025-08,556,111
MED1104,2025-09,572,137
MED1104,2025-10,602,130
MED1104,2025-11,533,146
MED1104,2025-12,468,115
MED1105,2024-01,172,28
MED1105,2024-02,155,27
MED1105,2024-03,158,30
MED1105,2024-04,161,29
MED1105,2024-05,188,34
MED1105,2024-06,158,26
MED1105,2024-07,150,29
MED1105,2024-08,153,29
MED1105,2024-09,144,23
MED1105,2024-10,137,25
MED1105,2024-11,143,24
MED1105,2024-12,132,22
MED1105,2025-01,173,33
MED1105,2025-02,143,27
MED1105,2025-03,163,31
MED1105,2025-04,179,33
MED1105,2025-05,167,33
MED1105,2025-06,188,32
MED1105,2025-07,161,26
MED1105,2025-08,136,27
MED1105,2025-09,154,30
MED1105,2025-10,132,27
MED1105,2025-11,117,20
MED1105,2025-12,149,26
MED1106,2024-01,155,25
MED1106,2024-02,169,29
MED1106,2024-03,159,32
MED1106,2024-04,163,30
MED1106,2024-05,164,29
MED1106,2024-06,172,33
MED1106,2024-07,145,24
MED1106,2024-08,167,33
MED1106,2024-09,124,22
MED1106,2024-10,137,27
MED1106,2024-11,159,33
MED1106,2024-12,152,26
MED1106,2025-01,174,21
MED1106,2025-02,162,23
MED1106,2025-03,163,23
MED1106,2025-04,177,22
MED1106,2025-05,131,18
MED1106,2025-06,140,17
MED1106,2025-07,155,20
MED1106,2025-08,145,19
MED1106,2025-09,136,18
MED1106,2025-10,149,18
MED1106,2025-11,155,19
MED1106,2025-12,143,17
MED1107,2024-01,510,96
MED1107,2024-02,530,110
MED1107,2024-03,590,130
MED1107,2024-04,481,98
MED1107,2024-05,471,107
MED1107,2024-06,477,108
MED1107,2024-07,534,116
MED1107,2024-08,475,95
MED1107,2024-09,489,96
MED1107,2024-10,445,94
MED1107,2024-11,576,108
MED1107,2024-12,479,93
MED1107,2025-01,494,105
MED1107,2025-02,559,114
MED1107,2025-03,592,125
MED1107,2025-04,532,115
MED1107,2025-05,493,106
MED1107,2025-06,553,110
MED1107,2025-07,519,96
MED1107,2025-08,492,91
MED1107,2025-09,527,104
MED1107,2025-10,509,117
MED1107,2025-11,490,109
MED1107,2025-12,482,118
MED1108,2024-01,151,24
MED1108,2024-02,153,25
MED1108,2024-03,135,20
MED1108,2024-04,145,23
MED1108,2024-05,167,26
MED1108,2024-06,129,23
MED1108,2024-07,118,20
MED1108,2024-08,122,21
MED1108,2024-09,137,23
MED1108,2024-10,131,20
MED1108,2024-11,131,23
MED1108,2024-12,149,27
MED1108,2025-01,119,14
MED1108,2025-02,134,15
MED1108,2025-03,150,17
MED1108,2025-04,143,17
MED1108,2025-05,137,18
MED1108,2025-06,141,17
MED1108,2025-07,136,16
MED1108,2025-08,150,17
MED1108,2025-09,143,16
MED1108,2025-10,154,17
MED1108,2025-11,142,16
MED1108,2025-12,147,16
MED1109,2024-01,390,81
MED1109,2024-02,333,75
MED1109,2024-03,450,119
MED1109,2024-04,346,86
MED1109,2024-05,392,100
MED1109,2024-06,421,84
MED1109,2024-07,337,83
MED1109,2024-08,378,83
MED1109,2024-09,369,80
MED1109,2024-10,383,98
MED1109,2024-11,319,75
MED1109,2024-12,449,114
MED1109,2025-01,376,81
MED1109,2025-02,301,72
MED1109,2025-03,460,116
MED1109,2025-04,423,112
MED1109,2025-05,382,96
MED1109,2025-06,384,97
MED1109,2025-07,316,74
MED1109,2025-08,405,100
MED1109,2025-09,378,98
MED1109,2025-10,334,71
MED1109,2025-11,371,81
MED1109,2025-12,336,76
MED1110,2024-01,370,81
MED1110,2024-02,384,98
MED1110,2024-03,344,87
MED1110,2024-04,371,91
MED1110,2024-05,433,101
MED1110,2024-06,316,75
MED1110,2024-07,421,85
MED1110,2024-08,379,90
MED1110,2024-09,325,74
MED1110,2024-10,368,80
MED1110,2024-11,362,86
MED1110,2024-12,405,83
MED1110,2025-01,358,75
MED1110,2025-02,370,80
MED1110,2025-03,404,94
MED1110,2025-04,381,77
MED1110,2025-05,394,91
MED1110,2025-06,355,97
MED1110,2025-07,341,87
MED1110,2025-08,367,75
MED1110,2025-09,306,66
MED1110,2025-10,311,64
MED1110,2025-11,321,76
MED1110,2025-12,368,85
MED1111,2024-01,1089,314
MED1111,2024-02,1056,240
MED1111,2024-03,902,239
MED1111,2024-04,1075,283
MED1111,2024-05,1180,301
MED1111,2024-06,1118,266
MED1111,2024-07,958,253
MED1111,2024-08,983,237
MED1111,2024-09,1014,272
MED1111,2024-10,1007,238
MED1111,2024-11,989,262
MED1111,2024-12,1104,265
MED1111,2025-01,1195,329
MED1111,2025-02,1225,293
MED1111,2025-03,920,230
MED1111,2025-04,1103,285
MED1111,2025-05,1058,240
MED1111,2025-06,1005,250
MED1111,2025-07,1005,237
MED1111,2025-08,893,232
MED1111,2025-09,1132,282
MED1111,2025-10,915,238
MED1111,2025-11,1091,263
MED1111,2025-12,990,265
MED1112,2024-01,160,40
MED1112,2024-02,156,35
MED1112,2024-03,143,37
MED1112,2024-04,143,30
MED1112,2024-05,144,40
MED1112,2024-06,151,35
MED1112,2024-07,135,32
MED1112,2024-08,165,38
MED1112,2024-09,143,33
MED1112,2024-10,147,30
MED1112,2024-11,129,32
MED1112,2024-12,118,26
MED1112,2025-01,142,33
MED1112,2025-02,151,31
MED1112,2025-03,163,35
MED1112,2025-04,171,39
MED1112,2025-05,158,34
MED1112,2025-06,162,37
MED1112,2025-07,168,39
MED1112,2025-08,143,30
MED1112,2025-09,149,33
MED1112,2025-10,135,28
MED1112,2025-11,140,32
MED1112,2025-12,157,32
MED1113,2024-01,927,224
MED1113,2024-02,948,230
MED1113,2024-03,1130,208
MED1113,2024-04,1052,224
MED1113,2024-05,837,196
MED1113,2024-06,1037,283
MED1113,2024-07,952,203
MED1113,2024-08,963,201
MED1113,2024-09,1106,268
MED1113,2024-10,961,223
MED1113,2024-11,881,194
MED1113,2024-12,1019,227
MED1113,2025-01,882,194
MED1113,2025-02,1029,221
MED1113,2025-03,1033,205
MED1113,2025-04,1027,203
MED1113,2025-05,1115,251
MED1113,2025-06,1004,229
MED1113,2025-07,1026,192
MED1113,2025-08,1154,223
MED1113,2025-09,962,199
MED1113,2025-10,875,172
MED1113,2025-11,1026,213
MED1113,2025-12,947,193
MED1114,2024-01,125,17
MED1114,2024-02,110,18
MED1114,2024-03,123,18
MED1114,2024-04,141,24
MED1114,2024-05,126,19
MED1114,2024-06,105,16
MED1114,2024-07,103,17
MED1114,2024-08,117,19
MED1114,2024-09,119,19
MED1114,2024-10,127,20
MED1114,2024-11,118,17
MED1114,2024-12,94,15
MED1114,2025-01,117,12
MED1114,2025-02,119,13
MED1114,2025-03,132,16
MED1114,2025-04,130,12
MED1114,2025-05,128,15
MED1114,2025-06,140,20
MED1114,2025-07,121,13
MED1114,2025-08,114,12
MED1114,2025-09,116,13
MED1114,2025-10,104,11
MED1114,2025-11,118,13
MED1114,2025-12,101,13
MED1115,2024-01,144,15
MED1115,2024-02,183,18
MED1115,2024-03,152,18
MED1115,2024-04,164,17
MED1115,2024-05,165,19
MED1115,2024-06,145,16
MED1115,2024-07,175,19
MED1115,2024-08,164,17
MED1115,2024-09,158,16
MED1115,2024-10,145,15
MED1115,2024-11,132,15
MED1115,2024-12,151,17
MED1115,2025-01,174,20
MED1115,2025-02,185,16
MED1115,2025-03,187,21
MED1115,2025-04,209,21
MED1115,2025-05,162,16
MED1115,2025-06,164,17
MED1115,2025-07,142,14
MED1115,2025-08,101,11
MED1115,2025-09,155,19
MED1115,2025-10,158,17
MED1115,2025-11,165,18
MED1115,2025-12,156,18
MED1116,2024-01,153,26
MED1116,2024-02,189,30
MED1116,2024-03,167,32
MED1116,2024-04,150,25
MED1116,2024-05,181,34
MED1116,2024-06,182,30
MED1116,2024-07,169,25
MED1116,2024-08,155,30
MED1116,2024-09,149,28
MED1116,2024-10,144,30
MED1116,2024-11,146,24
MED1116,2024-12,154,27
MED1116,2025-01,144,18
MED1116,2025-02,133,17
MED1116,2025-03,184,23
MED1116,2025-04,180,22
MED1116,2025-05,175,23
MED1116,2025-06,162,20
MED1116,2025-07,163,19
MED1116,2025-08,157,22
MED1116,2025-09,141,17
MED1116,2025-10,153,16
MED1116,2025-11,159,21
MED1116,2025-12,161,17
MED1117,2024-01,369,43
MED1117,2024-02,389,49
MED1117,2024-03,415,54
MED1117,2024-04,360,39
MED1117,2024-05,419,51
MED1117,2024-06,413,45
MED1117,2024-07,405,54
MED1117,2024-08,352,43
MED1117,2024-09,375,46
MED1117,2024-10,391,47
MED1117,2024-11,326,41
MED1117,2024-12,325,42
MED1117,2025-01,356,68
MED1117,2025-02,411,85
MED1117,2025-03,421,77
MED1117,2025-04,382,74
MED1117,2025-05,428,70
MED1117,2025-06,339,64
MED1117,2025-07,436,75
MED1117,2025-08,280,52
MED1117,2025-09,382,78
MED1117,2025-10,314,59
MED1117,2025-11,407,73
MED1117,2025-12,331,63
MED1118,2024-01,238,48
MED1118,2024-02,272,45
MED1118,2024-03,255,42
MED1118,2024-04,236,39
MED1118,2024-05,267,46
MED1118,2024-06,253,51
MED1118,2024-07,233,43
MED1118,2024-08,254,41
MED1118,2024-09,258,50
MED1118,2024-10,265,49
MED1118,2024-11,231,44
MED1118,2024-12,306,53
MED1118,2025-01,276,51
MED1118,2025-02,271,52
MED1118,2025-03,246,42
MED1118,2025-04,253,44
MED1118,2025-05,264,46
MED1118,2025-06,259,42
MED1118,2025-07,277,53
MED1118,2025-08,281,41
MED1118,2025-09,280,55
MED1118,2025-10,245,51
MED1118,2025-11,265,48
MED1118,2025-12,229,42
MED1119,2024-01,988,182
MED1119,2024-02,960,202
MED1119,2024-03,903,193
MED1119,2024-04,969,186
MED1119,2024-05,987,243
MED1119,2024-06,1087,252
MED1119,2024-07,984,183
MED1119,2024-08,988,189
MED1119,2024-09,969,201
MED1119,2024-10,918,186
MED1119,2024-11,852,174
MED1119,2024-12,904,184
MED1119,2025-01,770,182
MED1119,2025-02,807,177
MED1119,2025-03,1033,230
MED1119,2025-04,1094,222
MED1119,2025-05,1103,202
MED1119,2025-06,1016,223
MED1119,2025-07,1012,214
MED1119,2025-08,1023,190
MED1119,2025-09,801,141
MED1119,2025-10,865,159
MED1119,2025-11,931,185
MED1119,2025-12,937,222
MED1120,2024-01,138,17
MED1120,2024-02,123,14
MED1120,2024-03,132,15
MED1120,2024-04,176,25
MED1120,2024-05,157,21
MED1120,2024-06,137,18
MED1120,2024-07,149,18
MED1120,2024-08,156,19
MED1120,2024-09,143,16
MED1120,2024-10,128,15
MED1120,2024-11,158,22
MED1120,2024-12,136,16
MED1120,2025-01,145,18
MED1120,2025-02,173,23
MED1120,2025-03,170,18
MED1120,2025-04,163,20
MED1120,2025-05,163,20
MED1120,2025-06,146,18
MED1120,2025-07,155,17
MED1120,2025-08,134,17
MED1120,2025-09,179,21
MED1120,2025-10,125,14
MED1120,2025-11,142,15
MED1120,2025-12,127,15
MED1121,2024-01,160,19
MED1121,2024-02,155,21
MED1121,2024-03,151,17
MED1121,2024-04,155,16
MED1121,2024-05,145,16
MED1121,2024-06,170,19
MED1121,2024-07,172,21
MED1121,2024-08,154,18
MED1121,2024-09,148,16
MED1121,2024-10,160,22
MED1121,2024-11,170,19
MED1121,2024-12,172,16
MED1121,2025-01,176,19
MED1121,2025-02,173,20
MED1121,2025-03,177,23
MED1121,2025-04,164,20
MED1121,2025-05,186,19
MED1121,2025-06,191,23
MED1121,2025-07,158,17
MED1121,2025-08,161,22
MED1121,2025-09,131,16
MED1121,2025-10,171,16
MED1121,2025-11,146,17
MED1121,2025-12,145,17
MED1122,2024-01,152,38
MED1122,2024-02,155,34
MED1122,2024-03,136,33
MED1122,2024-04,147,31
MED1122,2024-05,158,40
MED1122,2024-06,140,34
MED1122,2024-07,121,28
MED1122,2024-08,141,30
MED1122,2024-09,132,28
MED1122,2024-10,159,44
MED1122,2024-11,133,33
MED1122,2024-12,152,37
MED1122,2025-01,172,39
MED1122,2025-02,152,28
MED1122,2025-03,145,29
MED1122,2025-04,182,40
MED1122,2025-05,173,34
MED1122,2025-06,109,22
MED1122,2025-07,155,30
MED1122,2025-08,125,26
MED1122,2025-09,115,23
MED1122,2025-10,168,34
MED1122,2025-11,154,31
MED1122,2025-12,159,32
MED1123,2024-01,560,83
MED1123,2024-02,549,87
MED1123,2024-03,577,92
MED1123,2024-04,561,75
MED1123,2024-05,618,87
MED1123,2024-06,534,78
MED1123,2024-07,459,69
MED1123,2024-08,523,78
MED1123,2024-09,567,88
MED1123,2024-10,373,55
MED1123,2024-11,431,71
MED1123,2024-12,483,61
MED1123,2025-01,545,62
MED1123,2025-02,513,73
MED1123,2025-03,573,66
MED1123,2025-04,549,76
MED1123,2025-05,581,79
MED1123,2025-06,578,65
MED1123,2025-07,561,66
MED1123,2025-08,543,65
MED1123,2025-09,605,74
MED1123,2025-10,469,58
MED1123,2025-11,459,52
MED1123,2025-12,393,47
MED1124,2024-01,219,21
MED1124,2024-02,166,19
MED1124,2024-03,186,22
MED1124,2024-04,197,19
MED1124,2024-05,170,19
MED1124,2024-06,179,21
MED1124,2024-07,159,19
MED1124,2024-08,142,15
MED1124,2024-09,170,19
MED1124,2024-10,154,16
MED1124,2024-11,157,17
MED1124,2024-12,169,19
MED1124,2025-01,192,20
MED1124,2025-02,192,22
MED1124,2025-03,215,24
MED1124,2025-04,181,21
MED1124,2025-05,186,22
MED1124,2025-06,171,22
MED1124,2025-07,196,20
MED1124,2025-08,192,20
MED1124,2025-09,203,20
MED1124,2025-10,175,17
MED1124,2025-11,168,19
MED1124,2025-12,154,19
MED1125,2024-01,138,18
MED1125,2024-02,119,17
MED1125,2024-03,121,17
MED1125,2024-04,133,21
MED1125,2024-05,135,16
MED1125,2024-06,126,15
MED1125,2024-07,119,17
MED1125,2024-08,115,16
MED1125,2024-09,127,18
MED1125,2024-10,137,20
MED1125,2024-11,120,17
MED1125,2024-12,122,16
MED1125,2025-01,136,16
MED1125,2025-02,110,17
MED1125,2025-03,131,19
MED1125,2025-04,135,16
MED1125,2025-05,129,19
MED1125,2025-06,115,17
MED1125,2025-07,150,21
MED1125,2025-08,148,18
MED1125,2025-09,121,17
MED1125,2025-10,121,18
MED1125,2025-11,136,22
MED1125,2025-12,129,19
MED1126,2024-01,323,75
MED1126,2024-02,299,63
MED1126,2024-03,379,89
MED1126,2024-04,411,96
MED1126,2024-05,379,74
MED1126,2024-06,312,61
MED1126,2024-07,328,79
MED1126,2024-08,364,73
MED1126,2024-09,358,86
MED1126,2024-10,321,74
MED1126,2024-11,358,86
MED1126,2024-12,414,88
MED1126,2025-01,299,72
MED1126,2025-02,396,92
MED1126,2025-03,429,104
MED1126,2025-04,388,85
MED1126,2025-05,319,76
MED1126,2025-06,336,81
MED1126,2025-07,408,102
MED1126,2025-08,440,97
MED1126,2025-09,353,81
MED1126,2025-10,365,84
MED1126,2025-11,357,74
MED1126,2025-12,362,87
MED1127,2024-01,293,65
MED1127,2024-02,388,67
MED1127,2024-03,348,69
MED1127,2024-04,438,84
MED1127,2024-05,422,101
MED1127,2024-06,380,74
MED1127,2024-07,419,94
MED1127,2024-08,388,74
MED1127,2024-09,358,76
MED1127,2024-10,314,74
MED1127,2024-11,354,73
MED1127,2024-12,408,86
MED1127,2025-01,399,93
MED1127,2025-02,454,94
MED1127,2025-03,398,77
MED1127,2025-04,359,77
MED1127,2025-05,393,83
MED1127,2025-06,427,91
MED1127,2025-07,420,92
MED1127,2025-08,379,81
MED1127,2025-09,372,81
MED1127,2025-10,273,63
MED1127,2025-11,364,82
MED1127,2025-12,377,75
MED1128,2024-01,110,12
MED1128,2024-02,104,11
MED1128,2024-03,129,14
MED1128,2024-04,115,13
MED1128,2024-05,114,12
MED1128,2024-06,95,10
MED1128,2024-07,109,14
MED1128,2024-08,101,11
MED1128,2024-09,81,10
MED1128,2024-10,91,10
MED1128,2024-11,88,10
MED1128,2024-12,113,13
MED1128,2025-01,112,12
MED1128,2025-02,113,14
MED1128,2025-03,112,13
MED1128,2025-04,108,12
MED1128,2025-05,119,13
MED1128,2025-06,118,15
MED1128,2025-07,81,9
MED1128,2025-08,92,11
MED1128,2025-09,104,12
MED1128,2025-10,111,13
MED1128,2025-11,105,13
MED1128,2025-12,113,14
MED1129,2024-01,110,23
MED1129,2024-02,127,23
MED1129,2024-03,119,20
MED1129,2024-04,109,21
MED1129,2024-05,140,23
MED1129,2024-06,112,19
MED1129,2024-07,113,20
MED1129,2024-08,110,20
MED1129,2024-09,127,20
MED1129,2024-10,106,21
MED1129,2024-11,104,17
MED1129,2024-12,121,22
MED1129,2025-01,126,20
MED1129,2025-02,121,19
MED1129,2025-03,120,21
MED1129,2025-04,114,21
MED1129,2025-05,122,24
MED1129,2025-06,101,18
MED1129,2025-07,113,23
MED1129,2025-08,126,21
MED1129,2025-09,97,16
MED1129,2025-10,98,18
MED1129,2025-11,108,20
MED1129,2025-12,117,21
MED1130,2024-01,153,22
MED1130,2024-02,171,25
MED1130,2024-03,150,21
MED1130,2024-04,145,24
MED1130,2024-05,135,16
MED1130,2024-06,125,19
MED1130,2024-07,159,21
MED1130,2024-08,128,18
MED1130,2024-09,133,19
MED1130,2024-10,139,20
MED1130,2024-11,122,18
MED1130,2024-12,139,19
MED1130,2025-01,137,13
MED1130,2025-02,116,12
MED1130,2025-03,123,13
MED1130,2025-04,190,23
MED1130,2025-05,165,18
MED1130,2025-06,132,15
MED1130,2025-07,140,15
MED1130,2025-08,152,16
MED1130,2025-09,135,14
MED1130,2025-10,121,13
MED1130,2025-11,126,13
MED1130,2025-12,110,13
MED1131,2024-01,159,25
MED1131,2024-02,181,33
MED1131,2024-03,215,36
MED1131,2024-04,198,32
MED1131,2024-05,218,39
MED1131,2024-06,181,33
MED1131,2024-07,191,33
MED1131,2024-08,229,41
MED1131,2024-09,164,26
MED1131,2024-10,189,35
MED1131,2024-11,183,31
MED1131,2024-12,169,27
MED1131,2025-01,180,33
MED1131,2025-02,187,35
MED1131,2025-03,191,26
MED1131,2025-04,157,30
MED1131,2025-05,182,29
MED1131,2025-06,216,35
MED1131,2025-07,174,25
MED1131,2025-08,191,29
MED1131,2025-09,182,26
MED1131,2025-10,147,22
MED1131,2025-11,192,28
MED1131,2025-12,170,25
MED1132,2024-01,381,106
MED1132,2024-02,413,91
MED1132,2024-03,425,98
MED1132,2024-04,440,110
MED1132,2024-05,395,104
MED1132,2024-06,403,84
MED1132,2024-07,407,106
MED1132,2024-08,345,74
MED1132,2024-09,402,97
MED1132,2024-10,351,72
MED1132,2024-11,314,80
MED1132,2024-12,416,99
MED1132,2025-01,426,80
MED1132,2025-02,356,91
MED1132,2025-03,463,91
MED1132,2025-04,399,93
MED1132,2025-05,413,98
MED1132,2025-06,392,98
MED1132,2025-07,356,86
MED1132,2025-08,362,93
MED1132,2025-09,368,77
MED1132,2025-10,352,78
MED1132,2025-11,403,86
MED1132,2025-12,394,88
MED1133,2024-01,151,34
MED1133,2024-02,181,40
MED1133,2024-03,160,33
MED1133,2024-04,194,36
MED1133,2024-05,182,36
MED1133,2024-06,189,39
MED1133,2024-07,163,30
MED1133,2024-08,176,40
MED1133,2024-09,147,31
MED1133,2024-10,128,27
MED1133,2024-11,157,35
MED1133,2024-12,157,35
MED1133,2025-01,153,26
MED1133,2025-02,180,34
MED1133,2025-03,176,31
