id_medico,segmento_potencial,region,brick,id_delegado_asignado
MED1240,B,Noroeste,NOR-28,DEL037
MED1241,A,Sur,SUR-27,DEL050
MED1242,B,Centro,CEN-05,DEL013
MED1243,C,Sur,SUR-29,DEL020
MED1244,A,Noroeste,NOR-25,DEL032
MED1245,C,Noreste,NOR-23,DEL001
MED1246,C,Noroeste,NOR-15,DEL042
MED1247,C,Noroeste,NOR-13,DEL012
MED1248,B,Centro,CEN-03,DEL043
MED1249,C,Sur,SUR-19,DEL025
MED1250,B,Noroeste,NOR-20,DEL032
MED1251,C,Centro,CEN-22,DEL043
MED1252,C,Centro,CEN-25,DEL018
MED1253,B,Centro,CEN-30,DEL023
MED1254,C,Centro,CEN-14,DEL033
MED1255,B,Noreste,NOR-12,DEL031
MED1256,C,Noroeste,NOR-10,DEL012
MED1257,B,Levante,LEV-15,DEL049
MED1258,B,Centro,CEN-01,DEL038
MED1259,C,Noreste,NOR-23,DEL001
MED1260,B,Centro,CEN-05,DEL043
MED1261,C,Centro,CEN-04,DEL013
MED1262,C,Centro,CEN-22,DEL013
MED1263,B,Noreste,NOR-23,DEL041
MED1264,C,Noreste,NOR-29,DEL046
MED1265,C,Centro,CEN-28,DEL048
MED1266,B,Noroeste,NOR-07,DEL017
MED1267,C,Sur,SUR-13,DEL050
MED1268,B,Sur,SUR-18,DEL020
MED1269,C,Noreste,NOR-23,DEL016
MED1270,B,Sur,SUR-12,DEL035
MED1271,B,Noreste,NOR-27,DEL041
MED1272,C,Levante,LEV-22,DEL039
MED1273,B,Noreste,NOR-19,DEL001
MED1274,C,Centro,CEN-19,DEL033
MED1275,B,Centro,CEN-29,DEL023
MED1276,B,Noroeste,NOR-20,DEL037
MED1277,B,Centro,CEN-23,DEL033
MED1278,C,Centro,CEN-03,DEL023
MED1279,C,Levante,LEV-10,DEL039
MED1280,C,Sur,SUR-04,DEL010
MED1281,C,Levante,LEV-17,DEL009
MED1282,B,Centro,CEN-24,DEL048
MED1283,B,Centro,CEN-21,DEL003
MED1284,B,Centro,CEN-13,DEL048
MED1285,B,Centro,CEN-08,DEL033
MED1286,C,Centro,CEN-22,DEL038
MED1287,C,Centro,CEN-18,DEL003
MED1288,A,Sur,SUR-08,DEL050
MED1289,B,Levante,LEV-07,DEL014
MED1290,B,Centro,CEN-28,DEL038
MED1291,B,Levante,LEV-11,DEL029
MED1292,C,Noroeste,NOR-21,DEL007
MED1293,B,Centro,CEN-05,DEL028
MED1294,A,Noroeste,NOR-11,DEL032
MED1295,C,Levante,LEV-24,DEL009
MED1296,B,Centro,CEN-21,DEL023
MED1297,C,Noreste,NOR-29,DEL041
MED1298,C,Levante,LEV-25,DEL049
MED1299,B,Noroeste,NOR-08,DEL002
MED1300,C,Sur,SUR-26,DEL005
MED1301,A,Sur,SUR-15,DEL025
MED1302,C,Levante,LEV-14,DEL004
MED1303,B,Centro,CEN-14,DEL028
MED1304,C,Centro,CEN-04,DEL013
MED1305,C,Centro,CEN-26,DEL038
MED1306,C,Noreste,NOR-04,DEL046
MED1307,B,Centro,CEN-03,DEL003
MED1308,A,Levante,LEV-25,DEL004
MED1309,C,Levante,LEV-24,DEL014
MED1310,C,Centro,CEN-13,DEL003
MED1311,C,Noreste,NOR-19,DEL021
MED1312,B,Centro,CEN-18,DEL048
MED1313,B,Levante,LEV-13,DEL049
MED1314,C,Noreste,NOR-12,DEL031
MED1315,C,Sur,SUR-19,DEL010
MED1316,B,Noreste,NOR-14,DEL021
MED1317,B,Noroeste,NOR-19,DEL047
MED1318,B,Levante,LEV-11,DEL009
MED1319,C,Noreste,NOR-08,DEL016
MED1320,C,Noroeste,NOR-29,DEL007
MED1321,C,Levante,LEV-05,DEL004
MED1322,C,Centro,CEN-22,DEL008
MED1323,C,Centro,CEN-15,DEL023
MED1324,C,Noroeste,NOR-09,DEL042
MED1325,C,Noroeste,NOR-02,DEL002
MED1326,A,Sur,SUR-29,DEL010
MED1327,B,Noreste,NOR-28,DEL011
MED1328,C,Levante,LEV-25,DEL034
MED1329,C,Centro,CEN-09,DEL033
MED1330,C,Noreste,NOR-15,DEL031
MED1331,C,Noreste,NOR-04,DEL011
MED1332,C,Noreste,NOR-13,DEL016
MED1333,C,Noreste,NOR-30,DEL006
MED1334,A,Noroeste,NOR-23,DEL037
MED1335,B,Centro,CEN-15,DEL028
MED1336,C,Noreste,NOR-16,DEL046
MED1337,C,Levante,LEV-02,DEL044
MED1338,C,Noreste,NOR-05,DEL026
MED1339,B,Noreste,NOR-12,DEL021
MED1340,C,Centro,CEN-12,DEL018
MED1341,B,Noreste,NOR-21,DEL031
MED1342,C,Levante,LEV-22,DEL024
MED1343,C,Levante,LEV-24,DEL029
MED1344,C,Centro,CEN-02,DEL003
MED1345,C,Levante,LEV-26,DEL024
MED1346,C,Noreste,NOR-26,DEL041
MED1347,A,Noreste,NOR-06,DEL001
MED1348,C,Sur,SUR-24,DEL025
MED1349,C,Noroeste,NOR-14,DEL032
MED1350,B,Centro,CEN-15,DEL023
MED1351,C,Levante,LEV-29,DEL019
MED1352,B,Sur,SUR-08,DEL010
MED1353,C,Noroeste,NOR-02,DEL027
MED1354,C,Sur,SUR-02,DEL025
MED1355,C,Centro,CEN-10,DEL008
MED1356,A,Centro,CEN-18,DEL043
MED1357,C,Centro,CEN-22,DEL013
MED1358,C,Centro,CEN-26,DEL038
MED1359,B,Noreste,NOR-24,DEL031
MED1360,C,Noroeste,NOR-23,DEL032
MED1361,C,Centro,CEN-13,DEL013
MED1362,C,Centro,CEN-06,DEL003
MED1363,C,Noroeste,NOR-18,DEL047
MED1364,B,Centro,CEN-30,DEL018
MED1365,A,Sur,SUR-21,DEL015
MED1366,C,Noreste,NOR-20,DEL001
MED1367,A,Levante,LEV-21,DEL034
MED1368,C,Sur,SUR-18,DEL030
MED1369,A,Noreste,NOR-27,DEL046
MED1370,C,Noroeste,NOR-01,DEL032
MED1371,B,Noreste,NOR-30,DEL026
MED1372,C,Levante,LEV-13,DEL049
MED1373,B,Sur,SUR-24,DEL015
MED1374,C,Noroeste,NOR-01,DEL042
MED1375,B,Noreste,NOR-18,DEL006
MED1376,C,Centro,CEN-02,DEL048
MED1377,B,Noreste,NOR-27,DEL046
MED1378,C,Sur,SUR-30,DEL025
MED1379,B,Sur,SUR-08,DEL020
MED1380,B,Sur,SUR-26,DEL040
MED1381,B,Centro,CEN-03,DEL023
MED1382,C,Noroeste,NOR-22,DEL027
MED1383,C,Centro,CEN-11,DEL028
MED1384,B,Sur,SUR-01,DEL020
MED1385,B,Centro,CEN-16,DEL013
MED1386,C,Noreste,NOR-05,DEL001
MED1387,C,Noreste,NOR-27,DEL016
MED1388,C,Sur,SUR-22,DEL030
MED1389,C,Noroeste,NOR-24,DEL042
MED1390,B,Centro,CEN-29,DEL008
MED1391,B,Centro,CEN-05,DEL048
MED1392,B,Noreste,NOR-29,DEL001
MED1393,C,Noreste,NOR-20,DEL006
MED1394,B,Levante,LEV-25,DEL019
MED1395,A,Centro,CEN-03,DEL048
MED1396,B,Levante,LEV-28,DEL044
MED1397,C,Sur,SUR-02,DEL045
MED1398,C,Centro,CEN-28,DEL038
MED1399,A,Levante,LEV-17,DEL049
MED1400,B,Levante,LEV-26,DEL034
MED1401,C,Noreste,NOR-16,DEL036
MED1402,C,Noreste,NOR-22,DEL046
MED1403,B,Centro,CEN-04,DEL043
MED1404,A,Levante,LEV-25,DEL024
MED1405,A,Noroeste,NOR-05,DEL022
MED1406,C,Levante,LEV-16,DEL009
MED1407,B,Sur,SUR-25,DEL015
MED1408,A,Centro,CEN-20,DEL028
MED1409,C,Centro,CEN-20,DEL033
MED1410,C,Centro,CEN-27,DEL023
MED1411,B,Centro,CEN-07,DEL018
MED1412,B,Centro,CEN-29,DEL018
MED1413,B,Sur,SUR-05,DEL025
MED1414,B,Sur,SUR-29,DEL045
MED1415,C,Centro,CEN-04,DEL003
MED1416,B,Noreste,NOR-07,DEL046
MED1417,C,Centro,CEN-17,DEL038
MED1418,B,Noreste,NOR-04,DEL036
MED1419,A,Noreste,NOR-06,DEL046
MED1420,C,Levante,LEV-05,DEL049
MED1421,C,Sur,SUR-19,DEL020
MED1422,B,Noroeste,NOR-22,DEL002
MED1423,C,Noreste,NOR-20,DEL021
MED1424,A,Noreste,NOR-26,DEL001
MED1425,C,Centro,CEN-25,DEL028
MED1426,C,Levante,LEV-01,DEL019
MED1427,C,Noreste,NOR-24,DEL036
MED1428,B,Noroeste,NOR-16,DEL022
MED1429,C,Noreste,NOR-12,DEL046
MED1430,A,Centro,CEN-02,DEL048
MED1431,B,Noroeste,NOR-26,DEL027
MED1432,A,Noroeste,NOR-22,DEL017
MED1433,B,Sur,SUR-16,DEL020
MED1434,C,Noreste,NOR-17,DEL006
MED1435,A,Levante,LEV-25,DEL044
MED1436,A,Centro,CEN-08,DEL033
MED1437,A,Levante,LEV-16,DEL019
MED1438,A,Noreste,NOR-19,DEL036
MED1439,C,Levante,LEV-17,DEL014
MED1440,B,Centro,CEN-19,DEL033
MED1441,C,Centro,CEN-20,DEL008
MED1442,C,Sur,SUR-15,DEL015
MED1443,B,Centro,CEN-27,DEL018
MED1444,C,Noreste,NOR-21,DEL041
MED1445,B,Noreste,NOR-30,DEL001
MED1446,A,Noreste,NOR-26,DEL021
MED1447,C,Levante,LEV-25,DEL014
MED1448,B,Sur,SUR-09,DEL030
MED1449,A,Noreste,NOR-30,DEL031
MED1450,C,Sur,SUR-04,DEL045
MED1451,B,Noreste,NOR-28,DEL006
MED1452,B,Noroeste,NOR-03,DEL022
MED1453,C,Noreste,NOR-07,DEL006
MED1454,B,Levante,LEV-15,DEL039
MED1455,B,Noreste,NOR-04,DEL016
MED1456,A,Noreste,NOR-27,DEL016
MED1457,C,Centro,CEN-20,DEL048
MED1458,B,Levante,LEV-26,DEL029
MED1459,A,Centro,CEN-20,DEL038
MED1460,C,Levante,LEV-28,DEL024
MED1461,B,Noreste,NOR-14,DEL036
MED1462,C,Sur,SUR-08,DEL025
MED1463,C,Centro,CEN-26,DEL033
MED1464,A,Noreste,NOR-23,DEL041
MED1465,C,Noreste,NOR-12,DEL016
MED1466,B,Noreste,NOR-02,DEL016
MED1467,C,Sur,SUR-27,DEL015
MED1468,C,Sur,SUR-01,DEL020
MED1469,B,Levante,LEV-07,DEL029
MED1470,A,Noreste,NOR-09,DEL026
MED1471,C,Levante,LEV-22,DEL034
MED1472,C,Noreste,NOR-06,DEL041
MED1473,C,Levante,LEV-27,DEL039
MED1474,C,Noreste,NOR-25,DEL021
MED1475,B,Centro,CEN-15,DEL033
MED1476,A,Noroeste,NOR-10,DEL042
MED1477,C,Noreste,NOR-27,DEL016
MED1478,C,Noreste,NOR-21,DEL036
MED1479,B,Levante,LEV-09,DEL034
MED1480,C,Sur,SUR-19,DEL015
MED1481,C,Noreste,NOR-21,DEL021
MED1482,C,Noreste,NOR-01,DEL041
MED1483,C,Levante,LEV-26,DEL009
MED1484,C,Centro,CEN-17,DEL013
MED1485,C,Noroeste,NOR-15,DEL002
MED1486,C,Noreste,NOR-06,DEL006
MED1487,C,Noreste,NOR-20,DEL031
MED1488,B,Centro,CEN-09,DEL028
MED1489,B,Sur,SUR-30,DEL040
MED1490,C,Centro,CEN-13,DEL028
MED1491,A,Levante,LEV-30,DEL009
MED1492,A,Centro,CEN-28,DEL003
MED1493,C,Noroeste,NOR-13,DEL022
MED1494,B,Centro,CEN-19,DEL023
MED1495,B,Noroeste,NOR-21,DEL012
MED1496,B,Noroeste,NOR-29,DEL022
MED1497,A,Centro,CEN-25,DEL023
MED1498,C,Noroeste,NOR-02,DEL007
MED1499,B,Noroeste,NOR-16,DEL017
MED1500,B,Levante,LEV-08,DEL004
MED1501,B,Noreste,NOR-26,DEL011
MED1502,C,Noroeste,NOR-19,DEL042
MED1503,A,Sur,SUR-18,DEL020
MED1504,C,Noroeste,NOR-17,DEL007
MED1505,C,Levante,LEV-21,DEL049
MED1506,C,Noreste,NOR-07,DEL036
MED1507,B,Levante,LEV-01,DEL049
MED1508,B,Centro,CEN-19,DEL028
MED1509,B,Centro,CEN-16,DEL033
MED1510,B,Noreste,NOR-26,DEL036
MED1511,C,Noroeste,NOR-24,DEL022
MED1512,C,Levante,LEV-18,DEL014
MED1513,B,Noreste,NOR-26,DEL011
MED1514,B,Levante,LEV-04,DEL004
MED1515,C,Noreste,NOR-30,DEL036
MED1516,C,Noroeste,NOR-10,DEL007
MED1517,A,Noreste,NOR-17,DEL016
MED1518,C,Sur,SUR-29,DEL020
MED1519,B,Noroeste,NOR-20,DEL037
MED1520,B,Noreste,NOR-11,DEL036
MED1521,A,Noroeste,NOR-06,DEL002
MED1522,B,Sur,SUR-30,DEL025
MED1523,C,Centro,CEN-07,DEL013
MED1524,C,Levante,LEV-25,DEL014
MED1525,C,Levante,LEV-03,DEL019
MED1526,A,Noroeste,NOR-10,DEL042
MED1527,C,Sur,SUR-05,DEL050
MED1528,C,Sur,SUR-05,DEL035
MED1529,B,Levante,LEV-13,DEL044
MED1530,B,Centro,CEN-05,DEL003
MED1531,C,Centro,CEN-20,DEL003
MED1532,C,Noreste,NOR-21,DEL026
MED1533,C,Levante,LEV-05,DEL049
MED1534,B,Noroeste,NOR-17,DEL022
MED1535,C,Noreste,NOR-06,DEL001
MED1536,B,Levante,LEV-22,DEL029
MED1537,C,Centro,CEN-19,DEL033
MED1538,C,Noroeste,NOR-05,DEL042
MED1539,B,Levante,LEV-23,DEL029
MED1540,A,Noreste,NOR-30,DEL006
MED1541,A,Noroeste,NOR-21,DEL017
MED1542,A,Levante,LEV-03,DEL049
MED1543,B,Noreste,NOR-14,DEL016
MED1544,C,Levante,LEV-28,DEL029
MED1545,A,Centro,CEN-20,DEL018
MED1546,B,Noreste,NOR-11,DEL036
MED1547,B,Noreste,NOR-24,DEL026
MED1548,C,Levante,LEV-07,DEL019
MED1549,C,Levante,LEV-02,DEL034
MED1550,B,Centro,CEN-26,DEL048
MED1551,B,Centro,CEN-27,DEL013
MED1552,B,Noroeste,NOR-29,DEL042
MED1553,A,Levante,LEV-08,DEL009
MED1554,C,Noroeste,NOR-05,DEL007
MED1555,C,Sur,SUR-06,DEL005
MED1556,B,Levante,LEV-02,DEL019
MED1557,C,Noreste,NOR-28,DEL031
MED1558,B,Sur,SUR-23,DEL010
MED1559,B,Levante,LEV-20,DEL019
MED1560,B,Centro,CEN-29,DEL003
MED1561,B,Centro,CEN-06,DEL003
MED1562,B,Noreste,NOR-03,DEL001
MED1563,A,Levante,LEV-10,DEL024
MED1564,B,Levante,LEV-17,DEL034
MED1565,B,Noroeste,NOR-28,DEL032
MED1566,C,Centro,CEN-13,DEL033
MED1567,B,Sur,SUR-08,DEL030
MED1568,B,Centro,CEN-01,DEL033
MED1569,A,Centro,CEN-29,DEL023
MED1570,B,Noroeste,NOR-05,DEL012
MED1571,C,Noroeste,NOR-10,DEL002
MED1572,A,Noreste,NOR-01,DEL011
MED1573,C,Centro,CEN-05,DEL048
MED1574,B,Levante,LEV-30,DEL014
MED1575,A,Centro,CEN-11,DEL013
MED1576,B,Levante,LEV-26,DEL014
MED1577,C,Noroeste,NOR-24,DEL047
MED1578,B,Sur,SUR-30,DEL005
MED1579,B,Centro,CEN-06,DEL033
MED1580,C,Noroeste,NOR-03,DEL042
MED1581,C,Sur,SUR-03,DEL030
MED1582,A,Centro,CEN-08,DEL038
MED1583,C,Noroeste,NOR-29,DEL012
MED1584,A,Noroeste,NOR-25,DEL017
MED1585,B,Levante,LEV-25,DEL034
MED1586,B,Centro,CEN-19,DEL033
MED1587,B,Sur,SUR-29,DEL015
MED1588,B,Levante,LEV-15,DEL004
MED1589,B,Noroeste,NOR-27,DEL027
MED1590,B,Levante,LEV-12,DEL049
MED1591,B,Centro,CEN-15,DEL048
MED1592,A,Centro,CEN-29,DEL018
MED1593,B,Centro,CEN-11,DEL003
MED1594,C,Noreste,NOR-29,DEL036
MED1595,A,Noroeste,NOR-01,DEL042
MED1596,C,Noreste,NOR-26,DEL026
MED1597,C,Centro,CEN-10,DEL008
MED1598,B,Centro,CEN-18,DEL048
MED1599,C,Centro,CEN-17,DEL018
MED1600,A,Levante,LEV-03,DEL049
MED1601,A,Sur,SUR-17,DEL045
MED1602,C,Noroeste,NOR-04,DEL027
MED1603,C,Noreste,NOR-30,DEL031
MED1604,C,Noroeste,NOR-18,DEL047
MED1605,B,Noroeste,NOR-27,DEL012
MED1606,C,Sur,SUR-23,DEL020
MED1607,C,Centro,CEN-07,DEL013
MED1608,C,Noroeste,NOR-20,DEL032
MED1609,A,Noroeste,NOR-07,DEL032
MED1610,B,Noroeste,NOR-17,DEL007
MED1611,C,Noroeste,NOR-19,DEL007
MED1612,C,Levante,LEV-24,DEL039
MED1613,C,Levante,LEV-17,DEL019
MED1614,C,Levante,LEV-22,DEL044
MED1615,A,Sur,SUR-04,DEL010
MED1616,A,Sur,SUR-21,DEL010
MED1617,B,Levante,LEV-07,DEL014
MED1618,C,Noroeste,NOR-12,DEL007
MED1619,C,Sur,SUR-13,DEL030
MED1620,A,Noroeste,NOR-05,DEL032
MED1621,A,Centro,CEN-07,DEL038
MED1622,B,Noroeste,NOR-03,DEL007
MED1623,A,Noreste,NOR-09,DEL016
MED1624,A,Levante,LEV-21,DEL024
MED1625,B,Centro,CEN-19,DEL003
MED1626,C,Levante,LEV-15,DEL024
MED1627,C,Centro,CEN-09,DEL018
MED1628,C,Noroeste,NOR-10,DEL047
MED1629,C,Levante,LEV-29,DEL024
MED1630,C,Noreste,NOR-02,DEL031
MED1631,B,Centro,CEN-22,DEL013
MED1632,A,Centro,CEN-10,DEL003
MED1633,A,Centro,CEN-01,DEL018
MED1634,B,Centro,CEN-26,DEL008
MED1635,A,Centro,CEN-26,DEL043
MED1636,C,Levante,LEV-03,DEL029
MED1637,C,Noreste,NOR-26,DEL046
MED1638,C,Levante,LEV-16,DEL044
MED1639,B,Sur,SUR-16,DEL015
MED1640,C,Noroeste,NOR-03,DEL017
MED1641,A,Centro,CEN-18,DEL043
MED1642,B,Centro,CEN-07,DEL013
MED1643,C,Noreste,NOR-02,DEL011
MED1644,B,Noroeste,NOR-29,DEL047
MED1645,B,Noreste,NOR-01,DEL026
MED1646,B,Sur,SUR-28,DEL010
MED1647,A,Sur,SUR-08,DEL030
MED1648,C,Sur,SUR-18,DEL010
MED1649,A,Levante,LEV-22,DEL004
MED1650,B,Noroeste,NOR-19,DEL042
MED1651,C,Centro,CEN-04,DEL038
MED1652,C,Noroeste,NOR-24,DEL012
MED1653,B,Levante,LEV-23,DEL034
MED1654,C,Noreste,NOR-14,DEL011
MED1655,B,Levante,LEV-11,DEL029
MED1656,B,Noreste,NOR-17,DEL016
MED1657,C,Sur,SUR-20,DEL030
MED1658,A,Noreste,NOR-02,DEL011
MED1659,C,Levante,LEV-18,DEL034
MED1660,C,Noreste,NOR-23,DEL041
MED1661,C,Levante,LEV-03,DEL029
MED1662,C,Centro,CEN-26,DEL028
MED1663,C,Noreste,NOR-10,DEL041
MED1664,C,Noroeste,NOR-30,DEL037
MED1665,C,Sur,SUR-26,DEL035
MED1666,C,Centro,CEN-27,DEL048
MED1667,C,Noroeste,NOR-16,DEL042
MED1668,C,Sur,SUR-24,DEL040
MED1669,B,Noroeste,NOR-11,DEL032
MED1670,B,Sur,SUR-13,DEL035
MED1671,B,Noroeste,NOR-01,DEL042
MED1672,C,Noroeste,NOR-09,DEL017
MED1673,B,Noreste,NOR-01,DEL026
MED1674,A,Noroeste,NOR-28,DEL002
MED1675,A,Sur,SUR-11,DEL015
MED1676,A,Noreste,NOR-19,DEL031
MED1677,C,Noroeste,NOR-04,DEL012
MED1678,A,Centro,CEN-17,DEL043
MED1679,C,Sur,SUR-15,DEL040
MED1680,C,Centro,CEN-28,DEL018
MED1681,B,Noroeste,NOR-01,DEL022
MED1682,C,Noreste,NOR-26,DEL006
MED1683,C,Centro,CEN-08,DEL033
MED1684,C,Levante,LEV-17,DEL039
MED1685,A,Centro,CEN-17,DEL008
MED1686,B,Noreste,NOR-18,DEL036
MED1687,B,Noreste,NOR-09,DEL011
MED1688,C,Noreste,NOR-18,DEL031
MED1689,C,Sur,SUR-22,DEL005
MED1690,C,Sur,SUR-09,DEL025
MED1691,B,Noroeste,NOR-08,DEL027
MED1692,C,Centro,CEN-22,DEL048
MED1693,B,Noreste,NOR-27,DEL016
MED1694,C,Levante,LEV-23,DEL049
MED1695,C,Centro,CEN-10,DEL023
MED1696,C,Noroeste,NOR-01,DEL012
MED1697,C,Noreste,NOR-28,DEL021
MED1698,A,Centro,CEN-04,DEL018
MED1699,C,Sur,SUR-14,DEL010
MED1700,A,Sur,SUR-10,DEL020
MED1701,C,Levante,LEV-06,DEL014
MED1702,B,Levante,LEV-28,DEL009
MED1703,B,Sur,SUR-28,DEL010
MED1704,B,Sur,SUR-06,DEL035
MED1705,B,Levante,LEV-02,DEL004
MED1706,C,Sur,SUR-22,DEL020
MED1707,B,Noroeste,NOR-18,DEL007
MED1708,C,Noroeste,NOR-15,DEL027
MED1709,C,Centro,CEN-21,DEL023
MED1710,B,Centro,CEN-16,DEL038
MED1711,C,Noreste,NOR-19,DEL006
MED1712,B,Levante,LEV-01,DEL014
MED1713,C,Centro,CEN-07,DEL013
MED1714,B,Levante,LEV-18,DEL039
MED1715,C,Noroeste,NOR-30,DEL017
MED1716,B,Noreste,NOR-07,DEL016
MED1717,A,Centro,CEN-03,DEL048
MED1718,C,Noreste,NOR-09,DEL046
MED1719,C,Sur,SUR-12,DEL040
MED1720,A,Noreste,NOR-30,DEL016
MED1721,A,Noroeste,NOR-02,DEL047
MED1722,C,Centro,CEN-16,DEL043
MED1723,C,Centro,CEN-06,DEL013
MED1724,C,Levante,LEV-12,DEL014
MED1725,C,Centro,CEN-15,DEL048
MED1726,C,Sur,SUR-26,DEL010
MED1727,B,Centro,CEN-13,DEL048
MED1728,C,Sur,SUR-22,DEL005
MED1729,B,Noreste,NOR-29,DEL006
MED1730,C,Noroeste,NOR-19,DEL017
MED1731,C,Levante,LEV-29,DEL024
MED1732,C,Noroeste,NOR-08,DEL037
MED1733,C,Centro,CEN-14,DEL048
MED1734,B,Noroeste,NOR-12,DEL022
MED1735,B,Levante,LEV-20,DEL049
MED1736,B,Noreste,NOR-06,DEL001
MED1737,C,Centro,CEN-06,DEL048
MED1738,C,Levante,LEV-04,DEL014
MED1739,C,Centro,CEN-10,DEL003
MED1740,B,Sur,SUR-10,DEL010
MED1741,C,Noroeste,NOR-23,DEL002
MED1742,C,Centro,CEN-04,DEL043
MED1743,C,Centro,CEN-14,DEL008
MED1744,C,Noreste,NOR-02,DEL001
MED1745,C,Centro,CEN-03,DEL043
MED1746,A,Levante,LEV-29,DEL034
MED1747,A,Noroeste,NOR-05,DEL042
MED1748,C,Levante,LEV-22,DEL019
MED1749,A,Noroeste,NOR-16,DEL012
MED1750,C,Noroeste,NOR-26,DEL027
MED1751,C,Centro,CEN-13,DEL003
MED1752,B,Sur,SUR-01,DEL015
MED1753,C,Centro,CEN-12,DEL048
MED1754,C,Centro,CEN-30,DEL018
MED1755,C,Levante,LEV-05,DEL019
MED1756,A,Levante,LEV-20,DEL049
MED1757,C,Sur,SUR-13,DEL035
MED1758,B,Sur,SUR-20,DEL005
MED1759,C,Centro,CEN-29,DEL003
MED1760,C,Sur,SUR-24,DEL025
MED1761,C,Noreste,NOR-27,DEL021
MED1762,C,Levante,LEV-10,DEL044
MED1763,B,Centro,CEN-10,DEL023
MED1764,B,Noreste,NOR-26,DEL046
MED1765,C,Levante,LEV-11,DEL049
MED1766,B,Levante,LEV-22,DEL014
MED1767,C,Centro,CEN-17,DEL018
MED1768,A,Centro,CEN-11,DEL023
MED1769,A,Sur,SUR-14,DEL035
MED1770,C,Centro,CEN-02,DEL033
MED1771,C,Noreste,NOR-21,DEL016
MED1772,C,Levante,LEV-17,DEL044
MED1773,C,Levante,LEV-10,DEL044
MED1774,B,Levante,LEV-07,DEL019
MED1775,A,Levante,LEV-22,DEL024
MED1776,C,Sur,SUR-30,DEL005
MED1777,A,Noreste,NOR-28,DEL031
MED1778,B,Levante,LEV-11,DEL039
MED1779,A,Centro,CEN-19,DEL018
MED1780,B,Levante,LEV-08,DEL004
MED1781,B,Centro,CEN-08,DEL038
MED1782,B,Centro,CEN-07,DEL008
MED1783,B,Sur,SUR-10,DEL035
MED1784,B,Sur,SUR-10,DEL040
MED1785,C,Levante,LEV-27,DEL029
MED1786,C,Levante,LEV-13,DEL029
MED1787,B,Sur,SUR-04,DEL035
MED1788,C,Sur,SUR-07,DEL050
MED1789,B,Sur,SUR-19,DEL015
MED1790,C,Sur,SUR-05,DEL015
MED1791,C,Noreste,NOR-17,DEL011
MED1792,C,Noroeste,NOR-22,DEL022
MED1793,A,Noroeste,NOR-04,DEL027
MED1794,C,Noreste,NOR-14,DEL046
MED1795,B,Noreste,NOR-28,DEL016
MED1796,C,Levante,LEV-08,DEL029
MED1797,A,Sur,SUR-07,DEL020
MED1798,C,Noroeste,NOR-27,DEL022
MED1799,B,Centro,CEN-23,DEL048
MED1800,B,Noroeste,NOR-28,DEL002
MED1801,C,Centro,CEN-18,DEL043
MED1802,C,Sur,SUR-07,DEL015
MED1803,B,Noroeste,NOR-01,DEL037
MED1804,C,Noroeste,NOR-30,DEL017
MED1805,B,Levante,LEV-13,DEL049
MED1806,B,Levante,LEV-15,DEL034
MED1807,C,Sur,SUR-18,DEL010
MED1808,A,Centro,CEN-02,DEL038
MED1809,A,Noreste,NOR-10,DEL041
MED1810,B,Sur,SUR-24,DEL035
MED1811,C,Centro,CEN-09,DEL023
MED1812,C,Sur,SUR-29,DEL035
MED1813,C,Centro,CEN-28,DEL008
MED1814,C,Noreste,NOR-17,DEL046
MED1815,A,Centro,CEN-10,DEL003
MED1816,C,Centro,CEN-25,DEL013
MED1817,B,Noreste,NOR-25,DEL016
MED1818,A,Levante,LEV-26,DEL009
MED1819,C,Sur,SUR-26,DEL010
MED1820,B,Noreste,NOR-26,DEL011
MED1821,C,Centro,CEN-15,DEL038
MED1822,C,Noreste,NOR-03,DEL011
MED1823,B,Levante,LEV-02,DEL029
MED1824,B,Centro,CEN-13,DEL033
MED1825,A,Levante,LEV-27,DEL044
MED1826,C,Noroeste,NOR-04,DEL007
MED1827,B,Centro,CEN-05,DEL048
MED1828,C,Noreste,NOR-21,DEL001
MED1829,B,Noreste,NOR-28,DEL011
MED1830,C,Noroeste,NOR-02,DEL037
MED1831,C,Centro,CEN-19,DEL038
MED1832,C,Noreste,NOR-29,DEL006
MED1833,C,Centro,CEN-25,DEL013
MED1834,C,Centro,CEN-08,DEL003
MED1835,A,Levante,LEV-13,DEL049
MED1836,B,Noroeste,NOR-09,DEL022
MED1837,A,Levante,LEV-26,DEL009
MED1838,B,Noroeste,NOR-26,DEL037
MED1839,C,Sur,SUR-21,DEL050
MED1840,B,Noroeste,NOR-22,DEL042
MED1841,C,Levante,LEV-18,DEL039
MED1842,A,Sur,SUR-14,DEL025
MED1843,B,Noroeste,NOR-25,DEL022
MED1844,A,Noroeste,NOR-21,DEL012
MED1845,C,Noreste,NOR-14,DEL001
MED1846,C,Levante,LEV-15,DEL004
MED1847,C,Levante,LEV-24,DEL034
MED1848,C,Noroeste,NOR-10,DEL047
MED1849,B,Noreste,NOR-17,DEL021
MED1850,B,Sur,SUR-04,DEL020
MED1851,B,Levante,LEV-28,DEL004
MED1852,B,Centro,CEN-18,DEL038
MED1853,C,Noreste,NOR-11,DEL011
MED1854,B,Noreste,NOR-12,DEL026
MED1855,B,Noreste,NOR-07,DEL006
MED1856,C,Noreste,NOR-23,DEL046
MED1857,C,Noreste,NOR-10,DEL031
MED1858,C,Centro,CEN-14,DEL033
