id_medico,id_delegado,region,segmento,categoria_2025,cuota_2025,visitas_2025,visitas_plan,delta_visitas,delta_unidades,delta_eur
MED0876,DEL020,Sur,C,1783,0.187,2,2,0,0,0
MED0074,DEL020,Sur,C,1779,0.109,0,2,2,125,2250
MED0187,DEL020,Sur,C,1749,0.198,1,2,1,44,792
MED1098,DEL020,Sur,C,1727,0.247,12,2,-10,-106,-1908
MED0658,DEL020,Sur,C,1649,0.14,0,2,2,116,2088
MED1243,DEL020,Sur,C,1632,0.243,10,2,-8,-93,-1674
MED1706,DEL020,Sur,C,1545,0.139,0,2,2,108,1944
MED1518,DEL020,Sur,C,1462,0.256,2,2,0,0,0
MED0695,DEL020,Sur,C,1437,0.122,0,2,2,101,1818
MED1421,DEL020,Sur,C,1413,0.18,2,2,0,0,0
MED1606,DEL020,Sur,C,1391,0.214,3,2,-1,-22,-396
MED1156,DEL020,Sur,C,1373,0.09,0,2,2,96,1728
MED0422,DEL020,Sur,C,1316,0.227,4,2,-2,-36,-648
MED1468,DEL020,Sur,C,1183,0.216,4,2,-2,-32,-576
MED0081,DEL020,Sur,C,1182,0.246,4,2,-2,-32,-576
MED0104,DEL020,Sur,C,1041,0.225,3,1,-2,-43,-774
MED1945,DEL021,Noreste,A,15500,0.236,21,12,-9,-164,-2952
MED0309,DEL021,Noreste,A,14036,0.162,7,12,5,204,3672
MED0769,DEL021,Noreste,A,13038,0.19,18,11,-7,-132,-2376
MED0070,DEL021,Noreste,A,12199,0.274,14,11,-3,-66,-1188
MED1958,DEL021,Noreste,A,10592,0.214,13,10,-3,-66,-1188
MED1446,DEL021,Noreste,A,9738,0.254,12,9,-3,-70,-1260
MED1090,DEL021,Noreste,A,9512,0.219,17,9,-8,-136,-2448
MED0711,DEL021,Noreste,B,5457,0.155,1,6,5,365,6570
MED0113,DEL021,Noreste,B,4867,0.237,15,6,-9,-118,-2124
MED0067,DEL021,Noreste,B,4863,0.238,8,6,-2,-44,-792
MED0908,DEL021,Noreste,B,4844,0.235,4,6,2,70,1260
MED1849,DEL021,Noreste,B,4606,0.192,4,6,2,67,1206
MED1316,DEL021,Noreste,B,4538,0.162,1,6,5,303,5454
MED1339,DEL021,Noreste,B,4538,0.198,2,6,4,189,3402
MED1230,DEL021,Noreste,B,4459,0.174,2,6,4,186,3348
MED1095,DEL021,Noreste,B,4372,0.14,0,5,5,461,8298
MED0743,DEL021,Noreste,B,4283,0.166,3,5,2,83,1494
MED0901,DEL021,Noreste,B,4252,0.248,5,5,0,0,0
MED0948,DEL021,Noreste,B,4015,0.166,1,5,4,243,4374
MED0963,DEL021,Noreste,B,3491,0.189,7,5,-2,-39,-702
MED0229,DEL021,Noreste,B,2732,0.254,10,4,-6,-81,-1458
MED1481,DEL021,Noreste,C,2079,0.114,0,3,3,179,3222
MED1311,DEL021,Noreste,C,1998,0.11,0,3,3,172,3096
MED1697,DEL021,Noreste,C,1956,0.242,9,3,-6,-74,-1332
MED0550,DEL021,Noreste,C,1907,0.115,0,3,3,164,2952
MED0179,DEL021,Noreste,C,1875,0.133,0,3,3,162,2916
MED0782,DEL021,Noreste,C,1866,0.177,1,3,2,77,1386
MED1423,DEL021,Noreste,C,1807,0.221,7,3,-4,-55,-990
MED0840,DEL021,Noreste,C,1566,0.128,0,2,2,110,1980
MED0788,DEL021,Noreste,C,1537,0.224,2,2,0,0,0
MED0024,DEL021,Noreste,C,1410,0.182,1,2,1,35,630
MED0033,DEL021,Noreste,C,1384,0.179,1,2,1,35,630
MED0143,DEL021,Noreste,C,1302,0.167,1,2,1,33,594
MED0461,DEL021,Noreste,C,1292,0.125,0,2,2,91,1638
MED0943,DEL021,Noreste,C,1285,0.178,1,2,1,32,576
MED1761,DEL021,Noreste,C,1280,0.194,1,2,1,32,576
MED1474,DEL021,Noreste,C,1099,0.108,0,1,1,49,882
MED1170,DEL022,Noroeste,A,13262,0.227,16,8,-8,-219,-3942
MED0491,DEL022,Noroeste,A,12453,0.2,3,8,5,431,7758
MED1405,DEL022,Noroeste,A,11668,0.188,13,8,-5,-144,-2592
MED1002,DEL022,Noroeste,A,6540,0.26,16,5,-11,-208,-3744
MED1534,DEL022,Noroeste,B,6845,0.14,0,5,5,722,12996
MED1452,DEL022,Noroeste,B,6736,0.248,5,5,0,0,0
MED0851,DEL022,Noroeste,B,6057,0.214,6,5,-1,-38,-684
MED0069,DEL022,Noroeste,B,5859,0.214,8,5,-3,-89,-1602
MED1201,DEL022,Noroeste,B,5828,0.185,2,5,3,206,3708
MED0026,DEL022,Noroeste,B,5534,0.115,0,5,5,584,10512
MED1836,DEL022,Noroeste,B,5478,0.226,4,5,1,45,810
MED0663,DEL022,Noroeste,B,5223,0.182,1,4,3,273,4914
MED0635,DEL022,Noroeste,B,5186,0.178,5,4,-1,-42,-756
MED0561,DEL022,Noroeste,B,4801,0.199,2,4,2,131,2358
MED1496,DEL022,Noroeste,B,4727,0.127,0,4,4,460,8280
MED1428,DEL022,Noroeste,B,4556,0.221,5,4,-1,-37,-666
MED1843,DEL022,Noroeste,B,4542,0.189,2,4,2,124,2232
MED1734,DEL022,Noroeste,B,4505,0.246,8,4,-4,-106,-1908
MED0427,DEL022,Noroeste,B,4210,0.156,1,4,3,220,3960
MED1155,DEL022,Noroeste,B,3963,0.204,5,3,-2,-77,-1386
MED1043,DEL022,Noroeste,B,3636,0.177,2,3,1,58,1044
MED1681,DEL022,Noroeste,B,3102,0.171,2,3,1,50,900
MED1511,DEL022,Noroeste,C,2153,0.192,3,2,-1,-35,-630
MED1792,DEL022,Noroeste,C,2102,0.152,1,2,1,53,954
MED1493,DEL022,Noroeste,C,2018,0.212,2,2,0,0,0
MED0032,DEL022,Noroeste,C,1751,0.157,1,1,0,0,0
MED1798,DEL022,Noroeste,C,1626,0.231,2,1,-1,-41,-738
MED1099,DEL022,Noroeste,C,1617,0.152,1,1,0,0,0
MED0903,DEL022,Noroeste,C,1423,0.142,0,1,1,64,1152
MED0980,DEL022,Noroeste,C,1200,0.118,0,1,1,54,972
MED0983,DEL023,Centro,A,13365,0.246,14,10,-4,-104,-1872
MED0846,DEL023,Centro,A,12988,0.221,14,10,-4,-101,-1818
MED1497,DEL023,Centro,A,12367,0.203,13,10,-3,-77,-1386
MED1183,DEL023,Centro,A,11931,0.215,9,9,0,0,0
MED0408,DEL023,Centro,A,11212,0.26,17,9,-8,-161,-2898
MED1768,DEL023,Centro,A,11206,0.223,19,9,-10,-182,-3276
MED0701,DEL023,Centro,A,9459,0.227,14,8,-6,-131,-2358
MED1569,DEL023,Centro,A,8203,0.211,15,7,-8,-158,-2844
MED1275,DEL023,Centro,B,6758,0.22,10,6,-4,-102,-1836
MED0019,DEL023,Centro,B,6479,0.176,3,6,3,166,2988
MED0623,DEL023,Centro,B,5824,0.24,10,6,-4,-88,-1584
MED0012,DEL023,Centro,B,5637,0.113,0,6,6,630,11340
MED0398,DEL023,Centro,B,5490,0.238,7,6,-1,-27,-486
MED1494,DEL023,Centro,B,5437,0.224,5,6,1,34,612
MED0534,DEL023,Centro,B,5291,0.194,2,5,3,187,3366
MED0976,DEL023,Centro,B,5290,0.127,0,5,5,558,10044
MED1076,DEL023,Centro,B,5123,0.237,12,5,-7,-132,-2376
MED1995,DEL023,Centro,B,5054,0.127,0,5,5,533,9594
MED0691,DEL023,Centro,B,5004,0.21,5,5,0,0,0
MED0327,DEL023,Centro,B,4806,0.152,2,5,3,170,3060
MED0171,DEL023,Centro,B,4794,0.117,0,5,5,506,9108
MED1296,DEL023,Centro,B,4706,0.2,3,5,2,91,1638
MED1161,DEL023,Centro,B,4671,0.224,6,5,-1,-29,-522
MED1127,DEL023,Centro,B,4615,0.214,7,5,-2,-52,-936
MED1885,DEL023,Centro,B,4576,0.116,0,5,5,483,8694
MED0579,DEL023,Centro,B,4543,0.21,5,5,0,0,0
MED0979,DEL023,Centro,B,4208,0.155,1,5,4,255,4590
MED1253,DEL023,Centro,B,4138,0.184,2,5,3,146,2628
MED1350,DEL023,Centro,B,3760,0.205,3,4,1,42,756
MED1381,DEL023,Centro,B,3521,0.239,5,4,-1,-29,-522
MED0292,DEL023,Centro,B,3344,0.208,3,4,1,37,666
MED1763,DEL023,Centro,B,2715,0.187,4,3,-1,-30,-540
MED1935,DEL023,Centro,B,2482,0.11,0,3,3,214,3852
MED0150,DEL023,Centro,C,2331,0.124,0,3,3,201,3618
MED0612,DEL023,Centro,C,2247,0.215,2,3,1,36,648
MED1028,DEL023,Centro,C,2045,0.21,2,2,0,0,0
MED0373,DEL023,Centro,C,1927,0.132,0,2,2,135,2430
MED1323,DEL023,Centro,C,1883,0.135,0,2,2,132,2376
MED1709,DEL023,Centro,C,1860,0.19,1,2,1,47,846
MED0366,DEL023,Centro,C,1841,0.22,4,2,-2,-50,-900
MED0175,DEL023,Centro,C,1818,0.12,0,2,2,127,2286
MED0314,DEL023,Centro,C,1729,0.186,1,2,1,43,774
MED1236,DEL023,Centro,C,1702,0.209,2,2,0,0,0
MED0045,DEL023,Centro,C,1697,0.124,0,2,2,119,2142
MED1811,DEL023,Centro,C,1621,0.139,0,2,2,114,2052
MED0169,DEL023,Centro,C,1576,0.126,0,2,2,111,1998
MED1004,DEL023,Centro,C,1503,0.118,0,2,2,105,1890
MED1012,DEL023,Centro,C,1428,0.197,2,2,0,0,0
MED1695,DEL023,Centro,C,1415,0.148,1,2,1,36,648
MED1051,DEL023,Centro,C,1339,0.187,1,2,1,34,612
MED0984,DEL023,Centro,C,1269,0.21,3,1,-2,-52,-936
MED1928,DEL023,Centro,C,1224,0.172,1,1,0,0,0
MED1231,DEL023,Centro,C,1187,0.224,3,1,-2,-49,-882
MED1410,DEL023,Centro,C,1171,0.153,1,1,0,0,0
MED1278,DEL023,Centro,C,1130,0.123,0,1,1,51,918
MED2000,DEL023,Centro,C,944,0.177,4,1,-3,-49,-882
MED0235,DEL023,Centro,C,627,0.124,0,0,0,0,0
MED1775,DEL024,Levante,A,14505,0.246,18,10,-8,-182,-3276
MED0157,DEL024,Levante,A,14319,0.268,14,10,-4,-111,-1998
MED1111,DEL024,Levante,A,12532,0.251,11,9,-2,-65,-1170
MED1563,DEL024,Levante,A,12369,0.258,23,9,-14,-237,-4266
MED0090,DEL024,Levante,A,11971,0.239,9,9,0,0,0
MED1404,DEL024,Levante,A,11416,0.218,7,9,2,84,1512
MED0610,DEL024,Levante,A,9075,0.15,1,8,7,688,12384
MED1624,DEL024,Levante,A,5844,0.226,14,6,-8,-134,-2412
MED0639,DEL024,Levante,B,6047,0.205,3,6,3,155,2790
MED0504,DEL024,Levante,B,5913,0.217,10,6,-4,-89,-1602
MED0038,DEL024,Levante,B,5596,0.197,4,5,1,46,828
MED0248,DEL024,Levante,B,5500,0.184,2,5,3,195,3510
MED0283,DEL024,Levante,B,5398,0.139,1,5,4,327,5886
MED0146,DEL024,Levante,B,5141,0.226,7,5,-2,-58,-1044
MED0985,DEL024,Levante,B,5005,0.128,0,5,5,528,9504
MED0414,DEL024,Levante,B,4996,0.235,5,5,0,0,0
MED1901,DEL024,Levante,B,4871,0.189,4,5,1,40,720
MED1868,DEL024,Levante,B,4729,0.125,0,5,5,499,8982
MED0118,DEL024,Levante,B,4579,0.136,0,5,5,483,8694
MED0211,DEL024,Levante,B,4138,0.213,4,4,0,0,0
MED0533,DEL024,Levante,B,3401,0.216,4,4,0,0,0
MED0199,DEL024,Levante,B,2516,0.114,0,3,3,217,3906
MED1342,DEL024,Levante,C,2291,0.22,2,3,1,37,666
MED0405,DEL024,Levante,C,2220,0.146,0,2,2,156,2808
MED1174,DEL024,Levante,C,1932,0.145,1,2,1,49,882
MED0968,DEL024,Levante,C,1927,0.232,13,2,-11,-121,-2178
MED0728,DEL024,Levante,C,1799,0.269,3,2,-1,-29,-522
MED0333,DEL024,Levante,C,1789,0.132,0,2,2,125,2250
MED1626,DEL024,Levante,C,1747,0.132,0,2,2,123,2214
MED0633,DEL024,Levante,C,1672,0.106,0,2,2,117,2106
MED1731,DEL024,Levante,C,1626,0.187,1,2,1,41,738
MED0276,DEL024,Levante,C,1541,0.246,4,2,-2,-42,-756
MED1629,DEL024,Levante,C,1473,0.105,0,2,2,103,1854
MED0942,DEL024,Levante,C,1459,0.231,1,2,1,37,666
MED1345,DEL024,Levante,C,1439,0.181,1,2,1,36,648
MED0869,DEL024,Levante,C,1357,0.181,1,1,0,0,0
MED0326,DEL024,Levante,C,1338,0.203,1,1,0,0,0
MED1460,DEL024,Levante,C,1256,0.132,0,1,1,56,1008
MED1034,DEL024,Levante,C,1069,0.122,0,1,1,48,864
MED1931,DEL025,Sur,A,13800,0.257,17,9,-8,-198,-3564
MED0865,DEL025,Sur,A,12120,0.21,16,8,-8,-200,-3600
MED1301,DEL025,Sur,A,11821,0.204,3,8,5,409,7362
MED0882,DEL025,Sur,A,9277,0.231,12,7,-5,-135,-2430
MED1842,DEL025,Sur,A,9072,0.233,11,7,-4,-113,-2034
MED1910,DEL025,Sur,B,6561,0.207,3,6,3,168,3024
MED1147,DEL025,Sur,B,6552,0.174,4,6,2,95,1710
MED0429,DEL025,Sur,B,4979,0.213,3,4,1,55,990
MED0807,DEL025,Sur,B,4769,0.137,1,4,3,250,4500
MED1101,DEL025,Sur,B,4500,0.203,4,4,0,0,0
MED1413,DEL025,Sur,B,4486,0.179,3,4,1,50,900
MED0075,DEL025,Sur,B,4306,0.126,1,4,3,225,4050
MED1891,DEL025,Sur,B,4258,0.207,4,4,0,0,0
MED1522,DEL025,Sur,B,4171,0.18,1,4,3,218,3924
MED0324,DEL025,Sur,B,3119,0.174,2,3,1,50,900
MED1378,DEL025,Sur,C,2087,0.126,0,2,2,146,2628
MED1348,DEL025,Sur,C,1992,0.114,0,2,2,140,2520
MED0455,DEL025,Sur,C,1986,0.186,1,2,1,50,900
MED1249,DEL025,Sur,C,1967,0.223,3,2,-1,-32,-576
MED0875,DEL025,Sur,C,1689,0.237,4,2,-2,-46,-828
MED1690,DEL025,Sur,C,1685,0.226,2,2,0,0,0
MED0320,DEL025,Sur,C,1659,0.139,0,2,2,116,2088
MED0343,DEL025,Sur,C,1640,0.124,0,2,2,115,2070
MED0898,DEL025,Sur,C,1544,0.193,2,1,-1,-39,-702
MED0311,DEL025,Sur,C,1541,0.205,2,1,-1,-39,-702
MED0469,DEL025,Sur,C,1523,0.171,2,1,-1,-38,-684
MED1462,DEL025,Sur,C,1509,0.194,1,1,0,0,0
MED1354,DEL025,Sur,C,1446,0.162,1,1,0,0,0
MED1760,DEL025,Sur,C,1441,0.159,1,1,0,0,0
MED0849,DEL025,Sur,C,1109,0.176,1,1,0,0,0
MED0581,DEL026,Noreste,A,17033,0.233,19,11,-8,-189,-3402
MED1470,DEL026,Noreste,A,12336,0.243,15,9,-6,-148,-2664
MED1113,DEL026,Noreste,A,12080,0.207,6,9,3,148,2664
MED0673,DEL026,Noreste,A,10968,0.215,6,9,3,135,2430
MED0487,DEL026,Noreste,B,6646,0.185,1,6,5,444,7992
MED1854,DEL026,Noreste,B,6483,0.238,21,6,-15,-195,-3510
MED1645,DEL026,Noreste,B,5971,0.237,8,6,-2,-54,-972
MED0860,DEL026,Noreste,B,5871,0.132,0,6,6,656,11808
MED0492,DEL026,Noreste,B,5778,0.178,2,6,4,241,4338
MED0930,DEL026,Noreste,B,5560,0.254,6,5,-1,-35,-630
MED0448,DEL026,Noreste,B,5316,0.227,7,5,-2,-60,-1080
MED1547,DEL026,Noreste,B,5063,0.172,3,5,2,98,1764
MED0760,DEL026,Noreste,B,5016,0.185,3,5,2,97,1746
MED1371,DEL026,Noreste,B,4850,0.238,6,5,-1,-30,-540
MED1141,DEL026,Noreste,B,4771,0.115,0,5,5,503,9054
MED0451,DEL026,Noreste,B,4737,0.17,3,5,2,92,1656
MED0123,DEL026,Noreste,B,4501,0.16,1,5,4,272,4896
MED1673,DEL026,Noreste,B,4460,0.241,6,5,-1,-28,-504
MED0513,DEL026,Noreste,B,4406,0.222,3,5,2,85,1530
MED0560,DEL026,Noreste,B,4343,0.201,6,4,-2,-63,-1134
MED1999,DEL026,Noreste,B,4332,0.203,2,4,2,118,2124
MED0887,DEL026,Noreste,B,4081,0.203,3,4,1,45,810
MED0344,DEL026,Noreste,B,4000,0.227,5,4,-1,-33,-594
MED0037,DEL026,Noreste,B,3989,0.205,7,4,-3,-77,-1386
MED1222,DEL026,Noreste,B,3919,0.253,8,4,-4,-92,-1656
MED1148,DEL026,Noreste,B,3804,0.13,0,4,4,370,6660
MED0974,DEL026,Noreste,B,3519,0.153,1,4,3,184,3312
MED0322,DEL026,Noreste,B,3035,0.205,4,3,-1,-34,-612
MED0481,DEL026,Noreste,C,2375,0.167,1,3,2,98,1764
MED0947,DEL026,Noreste,C,2183,0.244,4,2,-2,-59,-1062
MED0620,DEL026,Noreste,C,2134,0.25,3,2,-1,-34,-612
MED1921,DEL026,Noreste,C,2005,0.204,2,2,0,0,0
MED1892,DEL026,Noreste,C,1977,0.159,1,2,1,50,900
MED0816,DEL026,Noreste,C,1970,0.237,4,2,-2,-54,-972
MED1047,DEL026,Noreste,C,1933,0.138,0,2,2,136,2448
MED0890,DEL026,Noreste,C,1880,0.227,5,2,-3,-67,-1206
MED0871,DEL026,Noreste,C,1842,0.18,1,2,1,46,828
MED1532,DEL026,Noreste,C,1821,0.141,0,2,2,128,2304
MED0745,DEL026,Noreste,C,1673,0.25,3,2,-1,-27,-486
MED0749,DEL026,Noreste,C,1657,0.121,0,2,2,116,2088
MED0829,DEL026,Noreste,C,1654,0.117,0,2,2,116,2088
MED0916,DEL026,Noreste,C,1653,0.165,1,2,1,42,756
MED0706,DEL026,Noreste,C,1616,0.142,0,2,2,113,2034
MED0987,DEL026,Noreste,C,1565,0.174,2,2,0,0,0
MED0747,DEL026,Noreste,C,1543,0.117,0,2,2,108,1944
MED1338,DEL026,Noreste,C,1536,0.163,1,2,1,39,702
MED0316,DEL026,Noreste,C,1487,0.197,2,2,0,0,0
MED1059,DEL026,Noreste,C,1481,0.103,0,2,2,104,1872
MED1964,DEL026,Noreste,C,1386,0.122,0,1,1,62,1116
MED1897,DEL026,Noreste,C,1375,0.134,0,1,1,62,1116
MED1936,DEL026,Noreste,C,1275,0.192,3,1,-2,-53,-954
MED0397,DEL026,Noreste,C,1271,0.111,0,1,1,57,1026
MED1596,DEL026,Noreste,C,1255,0.193,4,1,-3,-66,-1188
MED1153,DEL026,Noreste,C,1111,0.174,1,1,0,0,0
MED0600,DEL026,Noreste,C,1010,0.245,11,1,-10,-85,-1530
MED0752,DEL027,Noroeste,A,15884,0.182,13,13,0,0,0
MED0719,DEL027,Noroeste,A,11765,0.22,12,11,-1,-24,-432
MED0532,DEL027,Noroeste,A,11728,0.267,22,11,-11,-157,-2826
MED1793,DEL027,Noroeste,A,10718,0.272,13,10,-3,-67,-1206
MED0030,DEL027,Noroeste,B,6515,0.118,0,7,7,761,13698
MED1195,DEL027,Noroeste,B,5750,0.201,4,7,3,112,2016
MED1431,DEL027,Noroeste,B,5563,0.166,1,6,5,372,6696
MED0962,DEL027,Noroeste,B,5197,0.236,6,6,0,0,0
MED1942,DEL027,Noroeste,B,4689,0.232,8,6,-2,-42,-756
MED0672,DEL027,Noroeste,B,4497,0.204,12,6,-6,-88,-1584
MED1589,DEL027,Noroeste,B,3793,0.218,13,5,-8,-105,-1890
MED0844,DEL027,Noroeste,B,3666,0.183,3,5,2,71,1278
MED1691,DEL027,Noroeste,B,1581,0.133,0,2,2,111,1998
MED1708,DEL027,Noroeste,C,2258,0.108,0,3,3,195,3510
MED0091,DEL027,Noroeste,C,2089,0.17,0,3,3,180,3240
MED1382,DEL027,Noroeste,C,1943,0.202,2,3,1,31,558
MED0669,DEL027,Noroeste,C,1919,0.239,3,3,0,0,0
MED0394,DEL027,Noroeste,C,1763,0.217,3,3,0,0,0
MED0131,DEL027,Noroeste,C,1753,0.157,0,3,3,151,2718
MED0712,DEL027,Noroeste,C,1712,0.19,1,2,1,43,774
MED1025,DEL027,Noroeste,C,1613,0.229,2,2,0,0,0
MED1192,DEL027,Noroeste,C,1610,0.122,0,2,2,113,2034
MED1750,DEL027,Noroeste,C,1587,0.156,1,2,1,40,720
MED0679,DEL027,Noroeste,C,1549,0.235,3,2,-1,-25,-450
MED1602,DEL027,Noroeste,C,1369,0.194,2,2,0,0,0
MED0682,DEL027,Noroeste,C,1345,0.18,5,2,-3,-48,-864
MED1353,DEL027,Noroeste,C,1202,0.213,2,2,0,0,0
MED0717,DEL027,Noroeste,C,1193,0.12,0,2,2,84,1512
MED0606,DEL027,Noroeste,C,1120,0.196,2,2,0,0,0
MED0494,DEL028,Centro,A,14328,0.166,2,9,7,773,13914
MED0803,DEL028,Centro,A,14160,0.222,22,8,-14,-309,-5562
MED1408,DEL028,Centro,A,10190,0.232,14,7,-7,-182,-3276
MED0998,DEL028,Centro,B,6133,0.246,6,5,-1,-38,-684
MED1303,DEL028,Centro,B,6126,0.205,5,5,0,0,0
MED0651,DEL028,Centro,B,5421,0.203,4,4,0,0,0
MED1335,DEL028,Centro,B,5165,0.225,4,4,0,0,0
MED1488,DEL028,Centro,B,5119,0.162,1,4,3,268,4824
MED0223,DEL028,Centro,B,5068,0.184,2,4,2,138,2484
MED0162,DEL028,Centro,B,4631,0.16,2,4,2,126,2268
MED0648,DEL028,Centro,B,4462,0.111,0,4,4,434,7812
MED0857,DEL028,Centro,B,4373,0.147,1,4,3,229,4122
MED0068,DEL028,Centro,B,4265,0.127,0,3,3,368,6624
MED1508,DEL028,Centro,B,3561,0.127,0,3,3,307,5526
MED0039,DEL028,Centro,B,3451,0.248,7,3,-4,-105,-1890
MED1293,DEL028,Centro,B,2733,0.16,1,2,1,69,1242
MED0929,DEL028,Centro,C,2462,0.164,1,2,1,62,1116
MED0596,DEL028,Centro,C,2163,0.152,1,2,1,54,972
MED1425,DEL028,Centro,C,2054,0.116,0,2,2,144,2592
MED1899,DEL028,Centro,C,1917,0.118,0,2,2,134,2412
MED1383,DEL028,Centro,C,1892,0.251,4,2,-2,-51,-918
MED0195,DEL028,Centro,C,1884,0.141,0,1,1,85,1530
MED1662,DEL028,Centro,C,1830,0.15,0,1,1,82,1476
MED0166,DEL028,Centro,C,1766,0.23,5,1,-4,-107,-1926
MED1204,DEL028,Centro,C,1624,0.245,3,1,-2,-67,-1206
MED0084,DEL028,Centro,C,1608,0.252,6,1,-5,-107,-1926
MED0128,DEL028,Centro,C,1605,0.172,1,1,0,0,0
MED1972,DEL028,Centro,C,1590,0.109,0,1,1,72,1296
MED0780,DEL028,Centro,C,1579,0.165,1,1,0,0,0
MED0915,DEL028,Centro,C,1554,0.221,2,1,-1,-39,-702
MED0244,DEL028,Centro,C,1500,0.119,0,1,1,67,1206
MED1066,DEL028,Centro,C,1492,0.108,0,1,1,67,1206
MED1917,DEL028,Centro,C,1473,0.134,0,1,1,66,1188
MED0640,DEL028,Centro,C,1425,0.1,0,1,1,64,1152
MED0570,DEL028,Centro,C,1408,0.173,2,1,-1,-35,-630
MED1490,DEL028,Centro,C,1383,0.222,2,1,-1,-35,-630
MED1862,DEL028,Centro,C,1220,0.169,1,1,0,0,0
MED1062,DEL028,Centro,C,1177,0.136,0,1,1,53,954
MED0814,DEL028,Centro,C,620,0.135,0,0,0,0,0
MED0402,DEL029,Levante,A,14596,0.223,12,11,-1,-30,-540
MED0680,DEL029,Levante,A,13084,0.212,16,10,-6,-136,-2448
MED1864,DEL029,Levante,A,11690,0.202,6,10,4,176,3168
MED0868,DEL029,Levante,A,6535,0.254,18,7,-11,-148,-2664
MED1536,DEL029,Levante,B,6896,0.117,0,7,7,805,14490
MED0776,DEL029,Levante,B,6362,0.115,0,6,6,711,12798
MED1906,DEL029,Levante,B,6072,0.232,5,6,1,38,684
MED1655,DEL029,Levante,B,5941,0.226,11,6,-5,-104,-1872
MED1469,DEL029,Levante,B,5611,0.212,7,6,-1,-28,-504
MED1539,DEL029,Levante,B,5211,0.137,1,6,5,348,6264
MED0547,DEL029,Levante,B,5146,0.221,10,6,-4,-78,-1404
MED0662,DEL029,Levante,B,5040,0.219,3,5,2,97,1746
MED0506,DEL029,Levante,B,4784,0.141,0,5,5,505,9090
MED0436,DEL029,Levante,B,4781,0.229,6,5,-1,-30,-540
MED0529,DEL029,Levante,B,4446,0.169,3,5,2,86,1548
MED1458,DEL029,Levante,B,4277,0.189,3,5,2,83,1494
MED1291,DEL029,Levante,B,4188,0.121,0,5,5,442,7956
MED1979,DEL029,Levante,B,3936,0.219,7,4,-3,-76,-1368
MED1823,DEL029,Levante,B,3644,0.211,5,4,-1,-30,-540
MED0227,DEL029,Levante,B,3172,0.199,3,4,1,35,630
MED1100,DEL029,Levante,C,1831,0.1,0,2,2,128,2304
MED0883,DEL029,Levante,C,1820,0.107,0,2,2,128,2304
MED1661,DEL029,Levante,C,1806,0.241,4,2,-2,-49,-882
MED1636,DEL029,Levante,C,1755,0.16,1,2,1,44,792
MED0645,DEL029,Levante,C,1663,0.117,0,2,2,117,2106
MED1785,DEL029,Levante,C,1646,0.12,0,2,2,115,2070
MED1544,DEL029,Levante,C,1625,0.143,0,2,2,114,2052
MED1796,DEL029,Levante,C,1617,0.14,0,2,2,113,2034
MED1343,DEL029,Levante,C,1585,0.124,0,2,2,111,1998
MED0742,DEL029,Levante,C,1504,0.116,0,2,2,105,1890
MED0575,DEL029,Levante,C,1492,0.259,3,2,-1,-24,-432
MED0121,DEL029,Levante,C,1412,0.204,1,2,1,36,648
MED0792,DEL029,Levante,C,1388,0.233,2,2,0,0,0
MED0955,DEL029,Levante,C,1321,0.169,1,2,1,33,594
MED1786,DEL029,Levante,C,1248,0.212,4,1,-3,-65,-1170
MED0729,DEL029,Levante,C,1236,0.239,19,1,-18,-118,-2124
MED1953,DEL029,Levante,C,1205,0.221,3,1,-2,-50,-900
MED0653,DEL029,Levante,C,1191,0.175,1,1,0,0,0
MED0539,DEL029,Levante,C,1151,0.137,0,1,1,52,936
MED0078,DEL029,Levante,C,1028,0.216,2,1,-1,-26,-468
MED0739,DEL030,Sur,A,17265,0.249,8,9,1,57,1026
MED1647,DEL030,Sur,A,14695,0.218,7,9,2,108,1944
MED0690,DEL030,Sur,A,13329,0.176,3,8,5,461,8298
MED0027,DEL030,Sur,A,13181,0.193,5,8,3,201,3618
MED0922,DEL030,Sur,A,11384,0.227,7,7,0,0,0
MED0603,DEL030,Sur,A,10828,0.174,3,7,4,331,5958
MED0342,DEL030,Sur,A,9921,0.241,8,7,-1,-40,-720
MED0926,DEL030,Sur,A,9038,0.207,20,6,-14,-265,-4770
MED0909,DEL030,Sur,A,8878,0.206,6,6,0,0,0
MED1198,DEL030,Sur,B,6787,0.21,3,5,2,131,2358
MED1104,DEL030,Sur,B,6717,0.232,5,5,0,0,0
MED0086,DEL030,Sur,B,5590,0.149,1,4,3,293,5274
MED0193,DEL030,Sur,B,5375,0.212,6,4,-2,-78,-1404
MED1029,DEL030,Sur,B,5308,0.242,5,4,-1,-43,-774
MED1206,DEL030,Sur,B,5216,0.231,8,4,-4,-122,-2196
MED0856,DEL030,Sur,B,5168,0.162,2,4,2,141,2538
MED1567,DEL030,Sur,B,4548,0.154,1,4,3,238,4284
MED1053,DEL030,Sur,B,4334,0.233,4,4,0,0,0
MED0428,DEL030,Sur,B,4150,0.127,0,3,3,358,6444
MED1448,DEL030,Sur,B,3453,0.215,8,3,-5,-119,-2142
MED1619,DEL030,Sur,C,2257,0.128,0,2,2,158,2844
MED1115,DEL030,Sur,C,1958,0.106,0,2,2,137,2466
MED1581,DEL030,Sur,C,1917,0.23,3,2,-1,-31,-558
MED0249,DEL030,Sur,C,1907,0.264,3,1,-2,-79,-1422
MED1368,DEL030,Sur,C,1829,0.161,1,1,0,0,0
